Question	Answer	Basic Solution	Short Solution/Trick	Target Time	Tags
When x is subtracted from each of 33, 36, 70 and 80 the numbers so obtained in this order are in proportion. If x = p/q in simplest form then find p + q ?<br><br>(a) 120<br>(b) 125<br>(c) 129<br>(d) 127	(d) 127	(33-x)/(36-x) = (70-x)/(80-x) => x=120/7. p=120, q=7. p+q = 127.	x = 120/7 => 120+7 = 127.	40	Source::AbhasSaini
When x is subtracted from each of 55, 50, 23 and 22, the resulting numbers are in proportion. What is the fourth proportion of 3, 7 and x ?<br><br>(a) 35<br>(b) 32<br>(c) 38<br>(d) 36	(a) 35	(55-x)/(50-x) = (23-x)/(22-x) => x=15. Fourth prop of 3,7,15 = 35.	x=15. 3/7 = 15/d => d=35.	40	Source::AbhasSaini
What should be added to each term of the ratio 7:11 to make it equal to 4:5 ?<br><br>(a) 18<br>(b) 9<br>(c) 11<br>(d) 16	(b) 9	(7+x)/(11+x) = 4/5 => 35+5x = 44+4x => x=9.	Cross multiply: 5(7+x) = 4(11+x) => x=9.	40	Source::AbhasSaini
What should be added to each term of the ratio 7:11 to make it equal to 4:5 ?<br><br>(a) 18<br>(b) 9<br>(c) 11<br>(d) 16	(b) 9	Same as previous. (7+x)/(11+x) = 4/5 => x=9.	x=9.	40	Source::AbhasSaini
Two numbers are in the ratio 3:2. If 8 and 6 are subtracted from the first and second number respectively, the ratio becomes 8:5. The numbers are ?<br><br>(a) 32, 24<br>(b) 24, 16<br>(c) 40, 30<br>(d) 3, 2	(b) 24, 16	Numbers 3x, 2x. (3x-8)/(2x-6) = 8/5 => 15x-40 = 16x-48 => x=8. Numbers: 24, 16.	Check options: 24-8=16, 16-6=10. Ratio 16:10 = 8:5.	40	Source::AbhasSaini
The difference of two numbers is equal to 30% of their sum. Find the ratio of the larger number to the smaller number ?<br><br>(a) 15:7<br>(b) 13:7<br>(c) 2:1<br>(d) 17:15	(b) 13:7	a-b = 0.3(a+b) => 0.7a = 1.3b => a/b = 13/7.	a/b = (1+0.3)/(1-0.3) = 1.3/0.7 = 13:7.	40	Source::AbhasSaini
The ratio of two numbers is 2:3. When 4 is added to the numbers, the ratio becomes 7:10. The difference between the numbers is ?<br><br>(a) 10<br>(b) 24<br>(c) 12<br>(d) 08	(c) 12	(2x+4)/(3x+4) = 7/10 => 20x+40 = 21x+28 => x=12. Diff = 3x-2x = 12.	Ratio gap: 2:3 -> 10:15 (x5), 7:10. Actually, diff is 1 unit = 12.	40	Source::AbhasSaini
Two numbers are in the ratio of 4:7. If the sum of their squares is 585, find the sum of two numbers ?<br><br>(a) 30<br>(b) 33<br>(c) 38<br>(d) 40	(b) 33	16x^2 + 49x^2 = 585 => 65x^2 = 585 => x=3. Sum = 11x = 33.	Sum must be multiple of 11. Only 33 fits.	40	Source::AbhasSaini
The ratio between a two digit number and the sum of the digits of that number is 4:1. If the unit digit is 2 more than the tens digit, then the number is ?<br><br>(a) 46<br>(b) 35<br>(c) 24<br>(d) 57	(c) 24	10t+u = 4(t+u) => 6t=3u => u=2t. Also u=t+2 => 2t=t+2 => t=2, u=4.	Check options: 24 / (2+4) = 24/6 = 4. 4=4.	40	Source::AbhasSaini
When 8 is added to the numerator of a fraction and 12 is added to its denominator, the fraction becomes 1/2. When 2 is subtracted from both numerator and denominator, the fraction becomes 1/8. Find the original fraction.<br><br>(a) 9/19<br>(b) 3/10<br>(c) 4/7<br>(d) 5/11	(b) 3/10	n+8 = 0.5(d+12) => 2n-d = -4. n-2 = 0.125(d-2) => 8n-d = 14. Solve: n=3, d=10.	Check options: (3+8)/(10+12) = 11/22 = 1/2.	40	Source::AbhasSaini
If the denominator of a fraction is multiplied by 2 and the numerator is increased by 2, the fraction becomes 1/3. If instead the numerator is multiplied by 2 and the denominator is increased by 2, it becomes 16/17. Find the sum of numerator and denominator of the original fraction ?<br><br>(a) 21<br>(b) 23<br>(c) 25<br>(d) 27	(b) 23	(n+2)/(2d) = 1/3 => 3n-2d = -6. 2n/(d+2) = 16/17 => 17n-8d=16. n=8, d=15. Sum=23.	Solve linear system: n=8, d=15. 8+15=23.	40	Source::AbhasSaini
In a bag containing red, green and blue pens, the ratio of red, blue and green pens is 5:9:2. If total pens are 288, how many are blue ?<br><br>(a) 162<br>(b) 144<br>(c) 152<br>(d) 150	(a) 162	R:B:G = 5:9:2. Total 16 parts = 288. 1 part = 18. Blue = 9 * 18 = 162.	16 units = 288 => 1 unit = 18. 9 units = 162.	40	Source::AbhasSaini
In a bag, white marbles and red marbles are in the ratio of 4:7. If red marbles are 119, how many white marbles are there ?<br><br>(a) 68<br>(b) 64<br>(c) 60<br>(d) 72	(a) 68	W:R = 4:7. 7 parts = 119 => 1 part = 17. W = 4*17 = 68.	119 * (4/7) = 68.	40	Source::AbhasSaini
The ratio of the number of men and women in a factory is 12 : 17. If the total number of employees in the factory is 3625, then the number of women in the factory is ?<br><br>(a) 2025 (b) 2125<br>(c) 2175 (d) 2075	(b) 2125	M:W = 12:17. Total 29 parts = 3625. 1 part = 125. W = 17 * 125 = 2125.	3625 * (17/29) = 2125.	40	Source::AbhasSaini
The ratio of the number of boys in a school to the total number of boys and girls in that school is 7:20. If the number of boys in that school is 889, then how many girls are there in that school ?<br><br>(a) 1641 (b) 1651<br>(c) 1551 (d) 1661	(b) 1651	B:(B+G) = 7:20 => B:G = 7:13. 7 parts = 889 => 1 part = 127. G = 13*127 = 1651.	889 * (13/7) = 1651.	40	Source::AbhasSaini
The ratio of the number of boys to the number of girls in a class is 3:7. If 10 boys leave the class and 20 new girls join the class, then the new ratio of boys and girls in the class becomes 2:9. What is the number of boys in the class now ?<br><br>(a) 30 (b) 20<br>(c) 25 (d) 36	(b) 20	(3x-10)/(7x+20) = 2/9 => 27x-90 = 14x+40 => 13x = 130 => x=10. New boys = 30-10 = 20.	Solve for x=10. New boys = 20.	40	Source::AbhasSaini
The ratio of the number of boys to the number of girls in a school of 160 students, is 3:5. If 30 more boys are admitted in the school, then how many more girls should be admitted so that the ratio of boys to that of the girls, becomes 3/5.<br><br>(a) 50 (b) 40<br>(c) 45 (d) 55	(a) 50	B:G = 3:5. B=60, G=100. New B = 90. 90/New G = 3/5 => New G = 150. Added = 50.	New B = 90 => New G = 150. Added = 50.	40	Source::AbhasSaini
A bag has some red marbles and the rest are blue marbles. If one red marbles is removed from the bag, then the ratio of the number of red marbles to that of the remaining marbles is 1:3. If two blue marbles are removed from the bag, then the ratio of the number of red marbles to blue marble is 3:4. How many blue marbles are there in the bag ?<br><br>(a) 5 (b) 6<br>(c) 7 (d) 8	(b) 6	(R-1)/B = 1/3 => B=3R-3. R/(B-2) = 3/4 => 4R=3B-6. Sub: 4R = 9R-15 => R=3. B=6.	Solve linear system for B=6.	40	Source::AbhasSaini
In a party hall, there are people in blue and red dresses. The ratio of the number of men in blue to the number of women in red is 5:8. The ratio of men in red to the number of women in blue is 9:8. If the ratio of the number of people in blue to the number of people in red is 31:42, then what is the ratio of the number of men to the number of women ?<br><br>(a) 40:33 (b) 33:40<br>(c) 31:38 (d) 38:31	(b) 33:40	MB/WR = 5x/8x. MR/WB = 9y/8y. Total B/R = (5x+8y)/(8x+9y) = 31/42. x/y = 3/2. Ratio M/W = (15+18)/(24+16) = 33:40.	Substitute x=3, y=2 to find ratio 33:40.	40	Source::AbhasSaini
A sum of ₹x is divided among A, B and C such that the ratio of the shares of A and B is 4:5 and that of B and C is 3:7. If the difference between the shares of A and C is ₹345 , then the value of x is ?<br><br>(a) ₹930 (b) ₹970<br>(c) ₹920 (d) ₹992	(a) ₹930	A:B:C = 12:15:35. Diff A,C = 23 parts = 345 => 1 part = 15. Total = 62 parts = 930.	345 / 23 * 62 = 930.	40	Source::AbhasSaini
A sum of ₹1750 has to distributed among A , B , C and D. Total shares of B and D is equal to 14/11 of total shares of A and C. Share of D is half of share of A. Share of C is 1.2 of share of A. what are shares of A , B , C and D respectively ?<br><br>(a) 350 , 805 , 420 , 175 (b) 360 , 805 , 460 , 175<br>(c) 320 , 805 , 440 , 175 (d) 350 , 855 , 420 , 145	(a) 350 , 805 , 420 , 175	(B+D)/(A+C) = 14/11. Total 25 parts=1750 => A+C=770, B+D=980. C=1.2A => 2.2A=770 => A=350. D=175. B=805.	Use sum condition and check options.	40	Source::AbhasSaini
A sum of Rs. 9360 is divided among A, B, C and D in such a way that the ratio of the combined share of A and D to the combined share of B and C is 8:5. The ratio of the share of B to that of C is 5:4. A receives Rs. 3680. If x is the difference between the shares of A and B and y is the difference between the shares of C and D, then what is the value of (x - y) (in Rs.) ?<br><br>(a) 1300 (b) 1000<br>(c) 1400 (d) 1200	(d) 1200	(A+D):(B+C)=8:5 => A+D=5760, B+C=3600. B=2000, C=1600. A=3680 => D=2080. x=1680, y=480. x-y=1200.	Work out shares from proportions.	40	Source::AbhasSaini
A sum of Rs. 15525 is divided among Sunil, Anil and Jamil such that if Rs. 22, Rs. 35 and Rs. 48 be diminished from their shares respectively, their remaining sums shall be in the ratio 7 : 10 : 13. What would have been the ratio of their sums if Rs. 16, Rs. 77 and Rs. 37 respectively were added to their original shares ?<br><br>(a) 9 : 13 : 17 (b) 18 : 26 : 35<br>(c) 36 : 52 : 67 (d) None of these	(c) 36 : 52 : 67	Rem sum = 15420. Shares = 3598, 5140, 6682. Orig = 3620, 5175, 6730. New = 3636, 5252, 6767. Ratio = 36:52:67.	Calculate actual shares and add new values.	40	Source::AbhasSaini
A sum of Rs. 25,520 is divided among A, B, C and D in such a way that the ratio of the combined share of A and D to the combined share of B and C is 6:5. The ratio of the share of B to that of C is 9:11. A receives Rs. 4060. If x is the difference between the shares of A and B and y is the difference between the shares of C and D, then what is the value of (x - y) (in Rs.) ?<br><br>(a) 2310 (b) 2320<br>(c) 2300 (d) 2340	(b) 2320	(A+D):(B+C)=6:5 => A+D=13920, B+C=11600. B=5220, C=6380. A=4060 => D=9860. x=1160, y=3480. Diff = 2320.	Work out shares from proportions.	40	Source::AbhasSaini
A certain sum was to be divided between A and B in the ratio 7:3. however by mistake it was divided in the ratio 3:7. Thus A gets 250 less than his original share. Find the sum ?<br><br>(a) ₹625 (b) ₹650<br>(c) ₹675 (d) ₹605	(a) ₹625	Intended A = 70%. Actual A = 30%. Difference 40% = 250. Sum = 250 / 0.4 = 625.	40% = 250 => 100% = 625.	40	Source::AbhasSaini
A sum of ₹3270 was to ve divided among A, B, C and D in the ratio 3:4:5:8, but it was divided in the ratio 1/3:1/4:1/5:1/8 by mistake which of the following statement will hold true as a result ?<br><br>(a) A received ₹717 more (b) B received ₹<br>(c) C received ₹ 858 less (d) D received ₹	(d) D received ₹	Intended ratio 1/3:1/4:1/5:1/8 = 40:30:24:15. Sum 109 units = 3270 => 1 unit=30. Intended: A=1200, B=900, C=720, D=450. Mistake: A=490.5, B=654, C=817.5, D=1308. D got 858 more.	Compare intended and actual amounts.	40	Source::AbhasSaini
Rs.500 is divided among A, B, & C in such a way that Rs.16 more than 2/5 of share of A, Rs.70 Less than 3/4 of share of B and Rs.4 Less than 3/5 of share of C are equal. Find the share of B ?<br><br>(a) ₹150 (b) ₹200<br>(c) ₹250 (d) ₹200	(b) ₹200	Set parts to k. 15(k-16)+8(k+70)+10(k+4)=3000 => 33k = 2640 => k=80. B = 4/3(80+70) = 200.	Solve for k and find B's share.	40	Source::AbhasSaini
A, B and C donate 8%, 7% and 9%, of their salaries respectively to a charitable trust.The salaries of A and B are the same and the difference between their donations is ₹259. The total donation of A and B is ₹1,185 more than that of C.The total donation of A and C is what percentage of the total salaries of A,B and C ? (Correct to one decimal place) A, B<br><br>(a) 6.2% (b) 5.8%<br>(c) 6.4% (d) 7.1%	(b) 5.8%	1% A = 259 => A=B=25900. 15% A - C = 1185 => C=2700 => Sal C = 30000. Ratio = 4772/81800 = 5.8%.	Calculate individual salaries and percentages.	40	Source::AbhasSaini
The monthly salaries of A and B are the same. A, B and C donate 10%, 8% and 9% respectively, of their monthly salaries to a charitable trust. The difference between the donation of A and B is 400.The total donation of A and B is 900 more than that of C.What is the monthly salary of C ?<br><br>(a) ₹25,000 (b) ₹36,000<br>(c) ₹30,000 (d) ₹27,000	(c) ₹30,000	2% A = 400 => A=B=20000. 18% A - C = 900 => C=2700. Sal C = 2700 / 0.09 = 30000.	A=20000. C donates 3600-900=2700 => C=30000.	40	Source::AbhasSaini
Three persons A, B and C donate 10%, 7% and 9% respectively of their monthly salaries to a charitable trust. Monthly salaries of A and B are equal and the difference between the donations of A and B is Rs. 900. If the total donation by A and B is Rs. 600 more than that of C, then what is the monthly salary (in Rs) of C ?<br><br>(a) 60000 (b) 5000<br>(c) 45000 (d) 55000	(b) 50000	3% A = 900 => A=B=30000. 17% A - C = 600 => C=4500. Sal C = 4500 / 0.09 = 50000.	A=30000. C donates 5100-600=4500 => C=50000.	40	Source::AbhasSaini
Ramesh monthly salary is ₹40,500 and his monthly expenditure is ₹20500. Radha’s monthly salary is ₹75000 and monthly expenditure is ₹35000. find the ratio of Radha’s Saving to Ramesh saving ?<br><br>(a) 1:2 (b) 2:1<br>(c) 2:3 (d) 3:2	(b) 2:1	Radha Sav = 75000-35000=40000. Ramesh Sav = 40500-20500=20000. Ratio = 40000:20000 = 2:1.	40k : 20k = 2:1.	40	Source::AbhasSaini
