Question	Answer	Basic Solution	Short Solution/Trick	Target Time	Tags
Alloys A and B contain copper and zinc in the ratio 7:11 and 5:1, respectively. In what ratio should A and B be mixed to obtain a new alloy C containing copper and zinc in the ratio 2:1 ?<br><br>(a) 3:5<br>(b) 5:3<br>(c) 3:8<br>(d) 5:8	3:5	Copper fractions: A = 7/18, B = 5/6, Target = 2/3. Use alligation: Part A = 5/6 - 2/3 = 1/6. Part B = 2/3 - 7/18 = 5/18. Ratio = (1/6) : (5/18) = 3:5.	Alligation on Cu: (5/6 - 2/3) : (2/3 - 7/18) = (1/6) : (5/18) = 3:5.	40	Source::AbhasSaini
Milk and water are in 9:1 in one vessel and in another it is 2:3. In what ratio should both vessels get mixed to achieve milk and water as 7:3 ?<br><br>(a) 2:1<br>(b) 1:2<br>(c) 2:3<br>(d) 1:3	3:2	Milk fractions: V1 = 9/10, V2 = 2/5 = 4/10, Target = 7/10. Using alligation: (7/10 - 4/10) : (9/10 - 7/10) = 3/10 : 2/10 = 3:2.	Alligation on num/10: |7-4| : |9-7| = 3 : 2.	40	Source::AbhasSaini
Milk and water are in 7:3 in one vessel and in another it is 8:5. In what ratio should both vessels get mixed to achieve milk and water as 42:23 ?<br><br>(a) 4:7<br>(b) 7:8<br>(c) 4:5<br>(d) 4:8	4:7	Milk fractions: V1 = 7/10, V2 = 8/13, Target = 42/65. Multiply all by 130 (LCM): V1 = 91, V2 = 80, Target = 84. Using alligation: (84 - 80) : (91 - 84) = 4 : 7.	Alligation on 130 * fraction: |84 - 80| : |91 - 84| = 4 : 7.	40	Source::AbhasSaini
Two vessels A and B contain a mixture of sugar and water in the ratio 4:5 and 3:2. In what ratio can these two mixtures be mixed to obtain a new mixture of half sugar and half water.<br><br>(a) 2:3<br>(b) 9:5<br>(c) 7:5<br>(d) 2:7	9:5	Sugar fractions: A = 4/9, B = 3/5, Target = 1/2. Multiply all by LCM(9,5,2) = 90. A = 40, B = 54, Target = 45. Using alligation: (54 - 45) : (45 - 40) = 9 : 5.	Alligation on sugar: (3/5 - 1/2) : (1/2 - 4/9) = (1/10) : (1/18) = 18 : 10 = 9:5.	40	Source::AbhasSaini
The acid and water in the two containers are mixed in the ratio is 3:1 and 5:3 respectively. In order to get a new mixture in which the ratio of acid and water is 2:1, what should be the ratio of both the types of mixture ?<br><br>(a) 1:2<br>(b) 2:1<br>(c) 2:3<br>(d) 3:2	1:2	Acid fractions: Container 1 = 3/4, Container 2 = 5/8, Target = 2/3. Multiply all by LCM(4,8,3) = 24. C1 = 18, C2 = 15, Target = 16. Using alligation: (16 - 15) : (18 - 16) = 1 : 2.	Alligation on acid * 24: |16 - 15| : |18 - 16| = 1 : 2.	40	Source::AbhasSaini
Gold is 19 times as heavy as water and copper 9 times as heavy as water. The ratio in which these two metals be mixed so that mixture is 15 times as heavy as water is<br><br>(a) 4:3<br>(b) 1:5<br>(c) 3:5<br>(d) 3:2	3:2	Let the ratio be x:y. Density of mixture = (19x + 9y) / (x + y) = 15. 19x + 9y = 15x + 15y => 4x = 6y => x/y = 6/4 = 3/2. Therefore, the ratio is 3:2.	Alligation: Gold=19, Copper=9, Target=15. Ratio = |15-9| : |19-15| = 6:4 = 3:2.	40	Source::AbhasSaini
The ratio of milk and water in a vessel is 2:3. If 22 ltr water is added then ratio become 5:13.find the initial quantity of mixture(in ltr) ?<br><br>(a) 40ltr<br>(b) 50ltr<br>(c) 45ltr<br>(d) 42ltr	50ltr	Let initial milk and water be 2x and 3x. Then 2x / (3x + 22) = 5/13 => 26x = 15x + 110 => 11x = 110 => x = 10. Initial quantity = 2x + 3x = 5x = 50 litres.	Initial 2:3 = 10:15. Final 5:13 = 10:26. Water part increase = 11 units = 22 L => 1 unit = 2 L. Total initial = 25 units = 50 L.	40	Source::AbhasSaini
140 litres of a mixture contains milk and water in the ratio 17:3. After the addition of some more milk to it, the ratio of milk to water in the resulting mixture becomes 23:3. The quantity of milk added to it was ?<br><br>(a) 40ltr<br>(b) 42ltr<br>(c) 45ltr<br>(d) 50ltr	42ltr	Total initial mixture = 140L. Ratio 17:3 (20 units). 1 unit = 7L. Milk = 17*7 = 119L. Water = 3*7 = 21L. After adding milk, ratio is 23:3. Water is unchanged, so 3 units = 21L, 1 unit = 7L. New milk = 23*7 = 161L. Added milk = 161 - 119 = 42L.	Ratio 17:3 -> 23:3. Water is constant. Milk increased by 6 units. Total 20 units = 140L => 1 unit = 7L. Added milk = 6*7 = 42L.	40	Source::AbhasSaini
The ratio of milk and water in a vessel is 13:9 if we added 25 ltr milk and 25 ltr water then quantity of milk becomes 28.56% more than water. Find the initial quantity of water ?<br><br>(a) 42ltr<br>(b) 45ltr<br>(c) 50ltr<br>(d) 58ltr	45ltr	Initial M:W = 13x:9x. Add 25L to both => M = 13x+25, W = 9x+25. Milk becomes 28.56% (which is 2/7) more than water => Milk = (1+2/7)Water = 9/7 Water. So, 13x+25 = 9/7*(9x+25) => 91x+175 = 81x+225 => 10x = 50 => x = 5. Initial water = 9x = 45L.	28.56% = 2/7. Final M:W = 9:7. (13x+25)/(9x+25) = 9/7 => x=5. Initial Water = 9*5 = 45L.	40	Source::AbhasSaini
The ratio of milk and water in a mixture is 2:7. We added x ltr of milk to the mixture then ratio becomes 9:14 and we added 20 ltr water to the mixture, then ratio becomes 1:2. Find the value of x ?<br><br>(a) 20ltr<br>(b) 25ltr<br>(c) 30ltr<br>(d) 35ltr	25ltr	Initial M:W = 2y:7y. Add x milk: (2y+x)/7y = 9/14 => 2(2y+x) = 9y => 2x = 5y. Then add 20 water: (2y+x)/(7y+20) = 1/2. Substitute 2y+x = 4.5y: 4.5y/(7y+20) = 1/2 => 9y = 7y+20 => 2y = 20 => y = 10. Since 2x = 5y = 50, x = 25.	Step 1: Water constant. 2:7 = 4:14 -> 9:14. Added 5 units milk = x. Step 2: Milk constant. 9:14 -> 1:2 = 9:18. Added 4 units water = 20L => 1 unit = 5L. x = 5 units = 25L.	40	Source::AbhasSaini
In a vessel milk is 40% less than water. when x litre milk is added to mixture then ratio of milk and water becomes 3:2. Now y litre water is added from mixture then this ratio becomes 3:4. Now 45 litre milk is added again then new ratio of milk and water becomes 6:5. Find the value of (x+y) ?<br><br>(a) 90<br>(b) 95<br>(c) 100<br>(d) 120	95	Let initial water be 5k and milk be 3k (40% less). When x milk is added, (3k+x)/5k = 3/2 => 2x = 9k. Milk is now 3k+4.5k = 7.5k. When y water is added, 7.5k/(5k+y) = 3/4 => 30k = 15k + 3y => y = 5k. When 45L milk is added, (7.5k+45)/(10k) = 6/5 => 37.5k + 225 = 60k => 22.5k = 225 => k = 10. Thus x = 4.5*10 = 45 and y = 5*10 = 50. x+y = 95.	Track ratio changes. Final step: (7.5k+45)/10k = 6/5 => k=10. x=45, y=50. Sum = 95.	40	Source::AbhasSaini
In a vessel ratio of milk and water is 8:5. When x ltr milk is added then ratio of milk and water becomes 12:5 Now in this mixture 30 ltr milk and 40 ltr water is added then ratio of milk and water becomes 5:3 find the value of x ?<br><br>(a) 30ltr<br>(b) 40ltr<br>(c) 35ltr<br>(d) 50ltr	40ltr	Initial M:W = 8:5. Let them be 8k and 5k. x milk added: (8k+x)/5k = 12/5 => 8k+x = 12k => x=4k. Now M=12k, W=5k. Add 30L milk and 40L water: (12k+30)/(5k+40) = 5/3 => 36k+90 = 25k+200 => 11k=110 => k=10. x = 4k = 40 L.	W is constant initially, M goes 8 to 12 => x = 4 units. Then (12u+30)/(5u+40)=5/3 => u=10. x=40.	40	Source::AbhasSaini
There is a 150ltr of mixture of milk and water. 1/5th part of this mixture is milk. We took out 30ltr mixture and added ‘p’ ltr milk to this mixture and the ratio was reversed. Then we added ‘q’ ltr water to this mixture then again the ratio was reversed. Find the value of (q-p) ?<br><br>(a) 1440<br>(b) 1080<br>(c) 1200<br>(d) 1280	1080	150L mix, 1/5 is milk => 30L M, 120L W. Ratio 1:4. Remove 30L mix => 24L M, 96L W remain. Add p milk to reverse ratio to 4:1 => (24+p)/96 = 4/1 => p = 360. M becomes 384L. Add q water to reverse back to 1:4 => 384/(96+q) = 1/4 => q = 1440. q - p = 1440 - 360 = 1080.	After 30L removal, M=24, W=96. Reverse ratio: M must be 96*4=384 => p = 384-24=360. Reverse again: W must be 384*4=1536 => q = 1536-96=1440. q-p = 1080.	40	Source::AbhasSaini
A vessel contains 5 liters of water and 20 liters of milk, 20% of the contents of the vessel are removed. To the remaining contents, x liters of water is added to reverse the ratio of water and milk. Then y liter of milk is added again to reverse the ratio of water and milk. Find y ?<br><br>(a) 200<br>(b) 240<br>(c) 180<br>(d) 260	240	W=5, M=20 (Ratio 1:4). Remove 20%, remaining is W=4, M=16. Add x water to reverse ratio (4:1): (4+x)/16 = 4/1 => x=60. Now W=64, M=16. Add y milk to reverse ratio again (1:4): 64/(16+y) = 1/4 => 16+y=256 => y=240.	After 20% removal, W=4, M=16. Reverse to 4:1 => W=16*4=64. Reverse to 1:4 => M=64*4=256. Added milk y = 256-16 = 240.	40	Source::AbhasSaini
228 ml of mixture contains milk and water in the ratio of 12:7, respectively. If ‘x + 48’ ml of milk and ‘x + 24’ ml of water is added into it then ratio of milk to water in the final mixture becomes 17:10, respectively. Find the value of ‘x’.<br><br>(a) 10<br>(b) 12<br>(c) 16<br>(d) 18	12	228 ml in 12:7 ratio => M = 12/19 * 228 = 144, W = 7/19 * 228 = 84. Add (x+48) milk and (x+24) water: (144 + x + 48) / (84 + x + 24) = 17/10 => (x + 192) / (x + 108) = 17/10 => 10x + 1920 = 17x + 1836 => 7x = 84 => x = 12.	Cross multiply: 10(x+192) = 17(x+108) => 7x = 1920 - 1836 = 84 => x = 12.	40	Source::AbhasSaini
The ratio of acid and water in solutions A and B is 7:11 and 2:7, respectively. 4 litres of A is mixed with 2 litres of B. How much acid (in ml) should be added to 390 ml of the resulting solution so that the ratio of acid and water in it becomes 3:2 ?<br><br>(a) 130<br>(b) 260<br>(c) 195<br>(d) 208	260	A: 7/18 acid. B: 2/9 acid. Mix 4L of A and 2L of B => Total acid = 4*(7/18) + 2*(2/9) = 14/9 + 4/9 = 18/9 = 2L. Total volume = 6L. Ratio Acid:Water = 2:4 = 1:2. In 390ml of this mix, acid = 1/3*390 = 130ml, water = 2/3*390 = 260ml. Add y acid => (130+y)/260 = 3/2 => 130+y = 390 => y = 260.	Mix A and B gives 1:2 acid to water. 390ml has 130ml acid, 260ml water. To make it 3:2, acid must be 3/2 * 260 = 390. Added acid = 390 - 130 = 260.	40	Source::AbhasSaini
X and Y are the two alloys which were made by mixing zinc and copper in the ratio 5:9 and 3:4, respectively. If 30g of alloy X and 50 g of alloy Y are melted and mixed to form another alloy Z, then what is the ratio of Zinc and copper in the new alloy Z ?<br><br>(a) 67:45<br>(b) 45:67<br>(c) 45:112<br>(d) 67:112	45:67	Alloy X (5:9): Zn = 5/14*30 = 75/7, Cu = 9/14*30 = 135/7. Alloy Y (3:4): Zn = 3/7*50 = 150/7, Cu = 4/7*50 = 200/7. Total Zn = (75+150)/7 = 225/7. Total Cu = (135+200)/7 = 335/7. Ratio = 225:335 = 45:67.	Zn = 30(5/14) + 50(3/7) = 150/14 + 200/7 = 550/14. Cu = 30(9/14) + 50(4/7) = 270/14 + 400/7 = 1070/14. Ratio = 550:1070 = 55:107 = wait, 550/14: wait. 150/14 + 400/14 = 550/14 = 275/7. Zn = 550/14. Let me re-calculate: 30(5/14) = 75/7. 50(3/7) = 150/7. Zn = 225/7. Ah, 30(5/14) = 150/14 = 75/7. Cu = 30(9/14) = 135/7. Y Cu = 200/7. 225/7 : 335/7 = 45:67. 	40	Source::AbhasSaini
The ratio of milk to water in 3 containers of equal capacity is 3:4, 9:5 and 8:13 respectively. The contents of 3 containers are mixed together. What is the ratio of milk to water after mixing ?<br><br>(a) 65:61<br>(b) 61:65<br>(c) 61:126<br>(d) 65:63	61:65	Capacities are equal. Ratios: 3:4 (sum 7), 9:5 (sum 14), 8:13 (sum 21). LCM(7,14,21) = 42. Multiply to equate sums: V1 = 6*(3:4) = 18:24. V2 = 3*(9:5) = 27:15. V3 = 2*(8:13) = 16:26. Total milk = 18+27+16 = 61. Total water = 24+15+26 = 65. Ratio = 61:65.	Make sums equal (LCM=42). Add parts: Milk = 18+27+16 = 61. Water = 24+15+26 = 65. Result 61:65.	40	Source::AbhasSaini
Three vessels A,B and C have mixture of acid & water in the ratio 7:8, 11:13 and 13:20, respectively. If the capacities of the containers are in the ratio of 5:8:11. Then find the ratio of acid to water. If the mixture of all the three containers are mixed together ?<br><br>(a) 41:31<br>(b) 31:41<br>(c) 30:43<br>(d) 1:1	31:41	Capacities 5:8:11. Ratios: A 7:8 (15), B 11:13 (24), C 13:20 (33). Acid fractions: 7/15, 11/24, 13/33. Total acid = 5*(7/15) + 8*(11/24) + 11*(13/33) = 7/3 + 11/3 + 13/3 = 31/3. Total water = 5*(8/15) + 8*(13/24) + 11*(20/33) = 8/3 + 13/3 + 20/3 = 41/3. Ratio = 31:41.	Acid = 5(7/15) + 8(11/24) + 11(13/33) = 31/3. Water = 5(8/15) + 8(13/24) + 11(20/33) = 41/3. Ratio = 31:41.	40	Source::AbhasSaini
In 3 vessels , each of 51.6 ltr of capacity, mixture of milk and water is filled. The ratio of milk to water in 3 containers is 3:5, 7:9 and 11:13 respectively. The contents of 3 containers are mixed together. What is the ratio of milk to water after mixing ?<br><br>(a) 83:61<br>(b) 61:83<br>(c) 61:63<br>(d) 63:83	61:83	Volumes are equal. Ratios: 3:5 (8), 7:9 (16), 11:13 (24). LCM(8,16,24) = 48. Equate sums: V1 = 6*(3:5) = 18:30. V2 = 3*(7:9) = 21:27. V3 = 2*(11:13) = 22:26. Total milk = 18+21+22 = 61. Total water = 30+27+26 = 83. Ratio = 61:83.	Same as equal capacity mixing. LCM of sums is 48. M = 18+21+22 = 61. W = 30+27+26 = 83.	40	Source::AbhasSaini
Three containers have their volumes in the ratio 3:4:5. They are full of mixtures of milk and water. The mixtures contain milk and water in the ratio of (3:2),(3:5) and (7:3) respectively. The contents of all these three containers are poured into a fourth container. The ratio of milk and water in the fourth container is ?<br><br>(a) 17:13<br>(b) 13:17<br>(c) 15:17<br>(d) 17:19	17:13	Volumes 3:4:5. Ratios: 3:2 (5), 3:5 (8), 7:3 (10). Milk fractions: 3/5, 3/8, 7/10. Total milk = 3*(3/5) + 4*(3/8) + 5*(7/10) = 9/5 + 3/2 + 7/2 = 9/5 + 5 = 34/5. Total water = 3*(2/5) + 4*(5/8) + 5*(3/10) = 6/5 + 5/2 + 3/2 = 6/5 + 4 = 26/5. Ratio = 34:26 = 17:13.	M = 3(3/5) + 4(3/8) + 5(7/10) = 34/5. W = 3(2/5) + 4(5/8) + 5(3/10) = 26/5. 34:26 = 17:13.	40	Source::AbhasSaini
There are 3 mixture contain milk and water. In 1st mixture milk is 37.5% of mixture and in 2nd mixture milk is 28.56% less than water, in 3rd mixture the ratio of milk and water is 5:4. If 12.4ltr of 1st mixture , 15.5 ltr of 2nd mixture and 9.3ltr of 3rd mixture are mixed together then find the ratio of milk and water in new mixture ?<br><br>(a) 7:6<br>(b) 7:9<br>(c) 9:7<br>(d) 6:7	7:9	Mix 1: Milk 37.5% -> 3:5. Mix 2: Milk is 28.56% (2/7) less than water -> Milk = 5/7 Water -> 5:7. Mix 3: 5:4. Quantities: 12.4, 15.5, 9.3 -> Ratio is 4:5:3. Milk = 4(3/8) + 5(5/12) + 3(5/9) = 1.5 + 2.0833 + 1.667 = 21/4. Water = 4(5/8) + 5(7/12) + 3(4/9) = 27/4. Ratio = 21:27 = 7:9.	Qty ratio 4:5:3. M = 4(3/8) + 5(5/12) + 3(5/9) = 63/12 = 21/4. W = 4(5/8) + 5(7/12) + 3(4/9) = 81/12 = 27/4. 21:27 = 7:9.	40	Source::AbhasSaini
Three vessels whose capacities are as 1:3:5 are completely filled with milk mixed with water. The ratio of milk to water in the mixture of vessels are as 9:1, 2:3 and 4:5 respectively. Find the % of water in the new mixture obtained when 66.66% of 1st, 83.33% of 2nd and 70% of the 3rd vessel is taken out and mixed together ?<br><br>(a) 63.33%<br>(b) 60%<br>(c) 50%<br>(d) 52.66%	52.66%	Vessels 1:3:5. Taken out: 2/3 of V1, 5/6 of V2, 7/10 of V3. Taken amounts = 2/3, 5/2, 7/2. Total mixture taken = 2/3 + 6 = 20/3. Ratios: 9:1, 2:3, 4:5. Water parts = 1/10, 3/5, 5/9. Total water = (2/3)*(1/10) + (5/2)*(3/5) + (7/2)*(5/9) = 1/15 + 3/2 + 35/18 = 158/45. % Water = (158/45) / (20/3) * 100 = 52.66%.	Total Mix = 2/3 + 5/2 + 7/2 = 20/3. Total Water = 1/15 + 3/2 + 35/18 = 158/45. % = (158/45)/(20/3)*100 = 52.66%.	40	Source::AbhasSaini
There are 3 bottles of mixture of spirit and water of ratio 2:5, 3:5 and 7:5. If 14 litre of first, 16 litre of 2nd bottles are taken. How much quantity from 3rd bottle is to be taken out so that final mixture of 3 bottles will be 1:1 ?<br><br>(a) 40<br>(b) 50<br>(c) 60<br>(d) 70	60	Bottles: 2:5, 3:5, 7:5. Total parts: 7, 8, 12. Mix 14L of 1st, 16L of 2nd, x L of 3rd. Spirit = 14(2/7) + 16(3/8) + x(7/12) = 4 + 6 + 7x/12 = 10 + 7x/12. Water = 14(5/7) + 16(5/8) + x(5/12) = 10 + 10 + 5x/12 = 20 + 5x/12. For 1:1 final mix, Spirit = Water => 10 + 7x/12 = 20 + 5x/12 => 2x/12 = 10 => x = 60.	Final Spirit = Water. 10 + 7x/12 = 20 + 5x/12 => 2x/12 = 10 => x = 60.	40	Source::AbhasSaini
Ratio of milk and water in the mixture is 7:4. How much fraction of the mixture must be drawn off and substitute by water so that ratio become 1:1 ?<br><br>(a) 3/14<br>(b) 4/11<br>(c) 7/11<br>(d) 3/7	3/14	Initial Milk fraction = 7/11. Final Milk fraction = 1/2. Let x be the fraction of mixture drawn off and replaced with water. The milk left in the mixture will be (7/11)*(1 - x). This must equal the final milk fraction 1/2. (7/11)(1 - x) = 1/2 => 1 - x = 11/14 => x = 3/14.	Fraction replaced = (Initial part - Final part) / Initial part = (7/11 - 1/2) / (7/11) = (3/22) / (7/11) = 3/14.	40	Source::AbhasSaini
Ratio of milk and water in the mixture is 6:1. How much fraction of the mixture must be drawn off and substitute by water so that ratio become 2:3 ?<br><br>(a) 6/7<br>(b) 8/15<br>(c) 3/5<br>(d) 7/15	8/15	Initial Milk fraction = 6/7. Final Milk fraction = 2/5 (since ratio is 2:3). Let x be the fraction of mixture drawn off. Milk remaining is (6/7)*(1 - x) = 2/5. 1 - x = (2/5) / (6/7) = 14/30 = 7/15. Therefore, x = 1 - 7/15 = 8/15.	Fraction replaced = (6/7 - 2/5) / (6/7) = (16/35) / (6/7) = 16/30 = 8/15.	40	Source::AbhasSaini
A can contains a mixture of two liquids A and B is the ratio 3:7. When 12 liters of mixture are drawn off and the can is filled with B, the ratio of A and B becomes 3:13. How many liters of liquid A was contained by the can initially ?<br><br>(a) 9.6 ltr<br>(b) 8.5 ltr<br>(c) 9 ltr<br>(d) 10.8 ltr	9.6 ltr	Initial A = 3/10 V. When 12L is removed, A removed is 3/10 * 12 = 3.6L. The remaining mixture is V-12, but we add 12L of B, so volume is V again. Final A = 3/10 V - 3.6. Final ratio A:B is 3:13, so A is 3/16 V. Equating: 3/10 V - 3.6 = 3/16 V => (24 - 15)V / 80 = 3.6 => 9V = 288 => V = 32L. Initial A = 3/10 * 32 = 9.6L.	A left = 3/16 of total. 3/10 V - 3.6 = 3/16 V => 9/80 V = 3.6 => V=32. Initial A = 0.3 * 32 = 9.6L.	40	Source::AbhasSaini
A mixture contain milk and water in ratio 5:3. When 38 liters of mixture is replaced by same quantity of water then ratio becomes 2:5. find initial quantity of water ?<br><br>(a) 26.25<br>(b) 25<br>(c) 25.50<br>(d) 26.75	26.25	Initial M:W = 5:3. Milk fraction = 5/8. Replace 38L with water, new ratio 2:5 (Milk fraction = 2/7). Milk left = 5/8(V) - 5/8(38) = 2/7(V). V(5/8 - 2/7) = 5/8 * 38 => V(19/56) = 190/8 => V = (190/8)*(56/19) = 70L. Initial water = 3/8 * 70 = 210/8 = 26.25 L.	(5/8 - 2/7)V = 5/8 * 38 => (19/56)V = 190/8 => V = 70. Initial water = 3/8 * 70 = 26.25L.	40	Source::AbhasSaini
Ratio of milk and water in the mixture is 7:4. How much fraction of the mixture must be drawn off and substitute by water so that ratio become 1:1 ?<br><br>(a) 3/14<br>(b) 4/11<br>(c) 7/11<br>(d) 3/7	3/14	This is identical to Q35. Initial Milk fraction = 7/11. Final Milk fraction = 1/2. Let x be the fraction of mixture drawn off. Milk left = (7/11)*(1 - x) = 1/2. 1 - x = 11/14 => x = 3/14.	Fraction replaced = (7/11 - 1/2) / (7/11) = (3/22) / (7/11) = 3/14.	40	Source::AbhasSaini
