Question	Answer	Basic Solution	Short Solution/Trick	Target Time	Tags
The ratio compounded of 4:5 and sub duplicate of a:9 is 8:15. Find the value of a ? 4:5 और a:9 के sub-duplicate ratio का compounded ratio 8:15 है। a का मान ज्ञात कीजजए।<br><br>(a) 2<br>(b) 3<br>(c) 4<br>(d) 5				40	Source::AbhasSaini 5.Mathematics::Ratio and Proportion
Three numbers a, b and c are said to be in continued proportion if a:b :: b:c. What number must be added to each of the numbers 1, 7 and 25 so that the resulting sums may be in continued proportion ? यजद a:b :: b:c हो तो a, b, c continued proportion मेंहोतेहैं। 1, 7 और 25 मेंप्रत्येक मेंकौन-सी सोंख्या जोड़ी जाए ताजक प्राप्त सोंख्याएँcontinued proportion मेंहो ों?<br><br>(a) 4<br>(b) 5<br>(c) 2<br>(d) 6				40	Source::AbhasSaini 5.Mathematics::Ratio and Proportion
Which of the following should be added to each of the four numbers 4, 8, 12, 22 to make them proportional ? 4, 8, 12, 22 इन चारो ोंसोंख्याओोंमेंप्रत्येक मेंकौन सा मान जोड़ा जाए ताजक येproportion मेंआ जाएँ?<br><br>(a) 4/3<br>(b) 3/4<br>(c) 8/3<br>(d) 5/6				40	Source::AbhasSaini 5.Mathematics::Ratio and Proportion
What number must be added to each of the numbers 8, 13, 26 and 40 so that the numbers obtained are in proportion ? 8, 13, 26 और 40 मेंप्रत्येक मेंकौन-सी सोंख्या जोड़ी जाए ताजक प्राप्त सोंख्याएँ proportion मेंहो ों?<br><br>(a) 2<br>(b) 1<br>(c) 4<br>(d) 3				40	Source::AbhasSaini 5.Mathematics::Ratio and Proportion
What number must be added to make them in proportion ? जनम्न मेंसेजकस सेट मेंसोंख्याओोंको proportion मेंलानेके जलए प्रत्येक सोंख्या मेंजोड़ी जानेवाली सोंख्या ज्ञात कीजजए।<br><br>(a) 3 , 9 , 11 , 23<br>(b) 23 , 71 , 28 , 96<br>(c) 12 , 34 , 18 , 52<br>(d) 94 , 24 , 100 , 26				40	Source::AbhasSaini 5.Mathematics::Ratio and Proportion
If x is added to each of 11, 17, 23, 33, then the numbers obtained are in proportion. What is the value of (5x – 3) ? यजद 11, 17, 23, 33 मेंप्रत्येक मेंx जोड़ने पर प्राप्त सोंख्याएँproportion मेंहो ों, तो (5x – 3) का मान क्या है?<br><br>(a) 37<br>(b) 42<br>(c) 27<br>(d) 32				40	Source::AbhasSaini 5.Mathematics::Ratio and Proportion
When x is added to each of 2, 3, 30 and 35 then the numbers obtained are in proportion. What is mean proportional between (x+7) and (x-2) ? जब 2, 3, 30 और 35 मेंप्रत्येक मेंx जोड़नेपर प्राप्त सोंख्याएँproportion में हो ों, तो (x+7) और (x-2) केबीच mean proportional क्या होगा?<br><br>(a) 7<br>(b) 6<br>(c) 5<br>(d) 4				40	Source::AbhasSaini 5.Mathematics::Ratio and Proportion
When x is subtracted from each of 54, 49, 22 and 21 then the numbers obtained in this order are in proportion. Find the ratio of (8x 25) and (7x-26) ? जब 54, 49, 22 और 21 मेंप्रत्येक सेx घटानेपर प्राप्त सोंख्याएँइसी क्रम मेंproportion मेंहो ों, तो (8x-25) और (7x-26) का अनुपात ज्ञात कीजजए।<br><br>(a) 5:4<br>(b) 29:24<br>(c) 15:13<br>(d) 27:26				40	Source::AbhasSaini 5.Mathematics::Ratio and Proportion
When x is subtracted from each of 21, 22, 60 and 64 then the numbers obtained in this order are in proportion. What is the mean proportional between (x+1) and (7x+8) ? जब 21, 22, 60 और 64 मेंप्रत्येक सेx घटानेपर प्राप्त सोंख्याएँइसी क्रम मेंproportion मेंहो ों, तो (x+1) और (7x+8) केबीच mean proportional क्या होगा?<br><br>(a) 24<br>(b) 21<br>(c) 18<br>(d) 27				40	Source::AbhasSaini 5.Mathematics::Ratio and Proportion
When x is subtracted from each of 33, 36, 70 and 80 the numbers so obtained in this order are in proportion. If x = p/q in simplest form then find p + q ? जब 33, 36, 70 और 80 मेंप्रत्येक सेx घटानेपर प्राप्त सोंख्याएँइसी क्रम मेंproportion मेंहो ों, तो यजद x = p/q (सरलतम रूप में) हो, तो p + q ज्ञात कीजजए।<br><br>(a) 120<br>(b) 125<br>(c) 129<br>(d) 127				40	Source::AbhasSaini 5.Mathematics::Ratio and Proportion
When x is subtracted from each of 55, 50, 23 and 22, the resulting numbers are in proportion. What is the fourth proportion of 3, 7 and x ? जब 55, 50, 23 और 22 मेंप्रत्येक सेx घटानेपर प्राप्त सोंख्याएँproportion मेंहो ों, तो 3, 7 और x का fourth proportion क्या होगा?<br><br>(a) 35<br>(b) 32<br>(c) 38<br>(d) 36				40	Source::AbhasSaini 5.Mathematics::Ratio and Proportion
What should be added to each term of the ratio 7:11 to make it equal to 4:5 ? अनुपात 7:11 केप्रत्येक पद मेंक्या जोड़ा जाए ताजक यह 4:5 केबराबर हो जाए?<br><br>(a) 18<br>(b) 9<br>(c) 11<br>(d) 16				40	Source::AbhasSaini 5.Mathematics::Ratio and Proportion
What should be added to each term of the ratio 7:11 to make it equal to 4:5 ? अनुपात 7:11 केप्रत्येक पद मेंक्या जोडा जाए ताकक यह 4:5 केबराबर हो जाए?<br><br>(a) 18<br>(b) 9<br>(c) 11<br>(d) 16				40	Source::AbhasSaini 5.Mathematics::Ratio and Proportion
Two numbers are in the ratio 3:2. If 8 and 6 are subtracted from the first and second number respectively, the ratio becomes 8:5. The numbers are ? दो संख्याएँ3:2 केअनुपात मेंहैं। यकद पहली संख्या मेंसे8 और दूसरी संख्या मेंसे6 घटानेपर अनुपात 8:5 हो जाता है, तो वेसंख्याएँक्या हैं?<br><br>(a) 32, 24<br>(b) 24, 16<br>(c) 40, 30<br>(d) 3, 2				40	Source::AbhasSaini 5.Mathematics::Ratio and Proportion
The difference of two numbers is equal to 30% of their sum. Find the ratio of the larger number to the smaller number ? दो संख्याओंका अंतर उनकेयोग का 30% है। बडी संख्या का छोटी संख्या सेअनुपात ज्ञात कीकजए।<br><br>(a) 15:7<br>(b) 13:7<br>(c) 2:1<br>(d) 17:15				40	Source::AbhasSaini 5.Mathematics::Ratio and Proportion
The ratio of two numbers is 2:3. When 4 is added to the numbers, the ratio becomes 7:10. The difference between the numbers is ? दो संख्याओंका अनुपात 2:3 है। जब दोनो ंसंख्याओं में4 जोडा जाता है, तो अनुपात 7:10 हो जाता है। संख्याओंका अंतर ज्ञात कीकजए।<br><br>(a) 10<br>(b) 24<br>(c) 12<br>(d) 08				40	Source::AbhasSaini 5.Mathematics::Ratio and Proportion
Two numbers are in the ratio of 4:7. If the sum of their squares is 585, find the sum of two numbers ? दो संख्याएँ4:7 केअनुपात मेंहैं। यकद उनकेवगों का योग 585 है, तो दोनो ंसंख्याओंका योग ज्ञात कीकजए।<br><br>(a) 30<br>(b) 33<br>(c) 38<br>(d) 40				40	Source::AbhasSaini 5.Mathematics::Ratio and Proportion
The ratio between a two digit number and the sum of the digits of that number is 4:1. If the unit digit is 2 more than the tens digit, then the number is ? एक दो-अंकीय संख्या और उसकेअंको ंकेयोग का अनुपात 4:1 है। यकद इकाई अंक दहाई अंक से 2 अकधक है, तो वह संख्या क्या है?<br><br>(a) 46<br>(b) 35<br>(c) 24<br>(d) 57				40	Source::AbhasSaini 5.Mathematics::Ratio and Proportion
When 8 is added to the numerator of a fraction and 12 is added to its denominator, the fraction becomes 1/2. When 2 is subtracted from both numerator and denominator, the fraction becomes 1/8. Find the original fraction. ककसी कभन्न केअंश में8 जोडनेऔर हर में12 जोडनेपर कभन्न 1/2 हो जाती है। उसी कभन्न केअंश और हर दोनो ंमेंसे2 घटानेपर कभन्न 1/8 हो जाती है। मूल कभन्न ज्ञात कीकजए।<br><br>(a) 9/19<br>(b) 3/10<br>(c) 4/7<br>(d) 5/11				40	Source::AbhasSaini 5.Mathematics::Ratio and Proportion
If the denominator of a fraction is multiplied by 2 and the numerator is increased by 2, the fraction becomes 1/3. If instead the numerator is multiplied by 2 and the denominator is increased by 2, it becomes 16/17. Find the sum of numerator and denominator of the original fraction ? यकद ककसी कभन्न केहर को 2 सेगुणा ककया जाए और अंश में2 जोडा जाए, तो कभन्न 1/3 बनती है। यकद इसकेबजाय अंश को 2 सेगुणा ककया जाए और हर में2 जोडा जाए, तो कभन्न 16/17 बनती है। मूल कभन्न केअंश और हर का योग ज्ञात कीकजए।<br><br>(a) 21<br>(b) 23<br>(c) 25<br>(d) 27				40	Source::AbhasSaini 5.Mathematics::Ratio and Proportion
In a bag containing red, green and blue pens, the ratio of red, blue and green pens is 5:9:2. If total pens are 288, how many are blue ? एक बैग मेंलाल, नीलेऔर हरेपेन का अनुपात 5:9:2 है। यकद कु ल पेन 288 हैं, तो नीलेपेन ककतनेहो ंगे?<br><br>(a) 162<br>(b) 144<br>(c) 152<br>(d) 150				40	Source::AbhasSaini 5.Mathematics::Ratio and Proportion
In a bag, white marbles and red marbles are in the ratio of 4:7. If red marbles are 119, how many white marbles are there ? एक बैग मेंसफे द और लाल कं चो ंका अनुपात 4:7 है। यकद लाल कं चे119 हैं, तो सफे द कं चेककतने हो ंगे?<br><br>(a) 68<br>(b) 64<br>(c) 60<br>(d) 72				40	Source::AbhasSaini 5.Mathematics::Ratio and Proportion
The ratio of the number of men and women in a factory is 12 : 17. If the total number of employees in the factory is 3625, then the number of women in the factory is ? एक फै क्ट्र ी मेंपुरुष और मकहला कममचाररयो ंका अनुपात 12:17 है। यकद कु ल कममचारी 3625 हैं, तो मकहलाओंकी संख्या ककतनी होगी?<br><br>(a) 2025 (b) 2125<br>(c) 2175 (d) 2075				40	Source::AbhasSaini 5.Mathematics::Ratio and Proportion
The ratio of the number of boys in a school to the total number of boys and girls in that school is 7:20. If the number of boys in that school is 889, then how many girls are there in that school ? एकस्कू ल मेंलडको ंकी संख्या का (लडके+लडककयाँ) कु ल संख्या सेअनुपात 7:20 है। यकद लडके 889 हैं, तो लडककयाँककतनी हो ंगी?<br><br>(a) 1641 (b) 1651<br>(c) 1551 (d) 1661				40	Source::AbhasSaini 5.Mathematics::Ratio and Proportion
The ratio of the number of boys to the number of girls in a class is 3:7. If 10 boys leave the class and 20 new girls join the class, then the new ratio of boys and girls in the class becomes 2:9. What is the number of boys in the class now ? एक कक्षा मेंलडके और लडककयो ंका अनुपात 3:7 है। यकद 10 लडके कक्षा छोड देंऔर 20 नई लडककयाँकक्षा मेंआ जाएँ, तो नया अनुपात 2:9 हो जाता है। अब कक्षा मेंलडको ंकी संख्या ककतनी है?<br><br>(a) 30 (b) 20<br>(c) 25 (d) 36				40	Source::AbhasSaini 5.Mathematics::Ratio and Proportion
The ratio of the number of boys to the number of girls in a school of 160 students, is 3:5. If 30 more boys are admitted in the school, then how many more girls should be admitted so that the ratio of boys to that of the girls, becomes 3/5. 160 छात्ो ंवालेएक स्कू ल मेंलडको ंऔर लडककयो ंका अनुपात 3:5 है। यकद स्कू ल में30 और लडके भती हो जाएँ, तो लडके : लडककयाँका अनुपात 3/5 (अथामत 3:5) बनाने के कलए ककतनी और लडककयाँभती करनी हो ंगी?<br><br>(a) 50 (b) 40<br>(c) 45 (d) 55				40	Source::AbhasSaini 5.Mathematics::Ratio and Proportion
A bag has some red marbles and the rest are blue marbles. If one red marbles is removed from the bag, then the ratio of the number of red marbles to that of the remaining marbles is 1:3. If two blue marbles are removed from the bag, then the ratio of the number of red marbles to blue marble is 3:4. How many blue marbles are there in the bag ? एक बैग मेंकु छ लाल कं चेहैंऔर बाकी नीलेकं चेहैं। यकद बैग से1 लाल कं चा कनकाल कदया जाए, तो लाल कं चो ंकी संख्या : बचेहुए (कु ल) कं चो ंकी संख्या = 1:3 हो जाती है। यकद बैग से2 नीलेकं चेकनकाल कदए जाएँ, तो लाल कं चो ं की संख्या : नीलेकं चो ंकी संख्या = 3:4 हो जाती है। बैग में नीलेकं चो ंकी संख्या ज्ञात कीकजए।<br><br>(a) 5 (b) 6<br>(c) 7 (d) 8				40	Source::AbhasSaini 5.Mathematics::Ratio and Proportion
In a party hall, there are people in blue and red dresses. The ratio of the number of men in blue to the number of women in red is 5:8. The ratio of men in red to the number of women in blue is 9:8. If the ratio of the number of people in blue to the number of people in red is 31:42, then what is the ratio of the number of men to the number of women ? एक पाटी हॉल मेंकु छ लोग नीलेकपडो ंमेंऔर कु छ लाल कपडो ंमेंहैं। नीलेकपडो ंमेंपुरुषो ंकी संख्या : लाल कपडो ं मेंमकहलाओंकी संख्या = 5:8 है। लाल कपडो ंमेंपुरुषो ंकी संख्या : नीलेकपडो ंमेंमकहलाओंकी संख्या = 9:8 है। यकद नीलेकपडो ंमेंकु ल लोगो ंकी संख्या : लाल कपडो ंमेंकु ल लोगो ंकी संख्या = 31:42 है, तो पुरुषो ंकी संख्या : मकहलाओंकी संख्या क्या होगी?<br><br>(a) 40:33 (b) 33:40<br>(c) 31:38 (d) 38:31				40	Source::AbhasSaini 5.Mathematics::Ratio and Proportion
A sum of ₹x is divided among A, B and C such that the ratio of the shares of A and B is 4:5 and that of B and C is 3:7. If the difference between the shares of A and C is ₹345 , then the value of x is ? ₹x की एक राकश A, B और C मेंइस प्रकार बाँटी गई हैकक A और B के कहस्ो ंका अनुपात 4:5 हैतथा B और C के कहस्ो ंका अनुपात 3:7 है। यकद A और C के कहस्ो ंका अंतर ₹345 है, तो x का मान क्या होगा?<br><br>(a) ₹930 (b) ₹970<br>(c) ₹920 (d) ₹992				40	Source::AbhasSaini 5.Mathematics::Ratio and Proportion
A sum of ₹1750 has to distributed among A , B , C and D. Total shares of B and D is equal to 14/11 of total shares of A and C. Share of D is half of share of A. Share of C is 1.2 of share of A. what are shares of A , B , C and D respectively ? ₹1750 की राकश A, B, C और D मेंबाँटी जानी है। B और D का कु ल कहस्ा, A और C के कु ल कहस्ेका 14/11 है। D का कहस्ा, A के कहस्ेका आधा है। C का कहस्ा, A के कहस्ेका 1.2 गुना है। A, B, C और D के कहस्ेक्रमशः क्या हो ंगे?<br><br>(a) 350 , 805 , 420 , 175 (b) 360 , 805 , 460 , 175<br>(c) 320 , 805 , 440 , 175 (d) 350 , 855 , 420 , 145				40	Source::AbhasSaini 5.Mathematics::Ratio and Proportion
A sum of Rs. 9360 is divided among A, B, C and D in such a way that the ratio of the combined share of A and D to the combined share of B and C is 8:5. The ratio of the share of B to that of C is 5:4. A receives Rs. 3680. If x is the difference between the shares of A and B and y is the difference between the shares of C and D, then what is the value of (x - y) (in Rs.) ? ₹9360 की राकश A, B, C और D मेंइस प्रकार बाँटी गई हैकक (A + D) : (B + C) = 8:5 है। B : C = 5:4 है। A को ₹3680 कमलते हैं। यकद x = A और B के कहस्ो ंका अंतर तथा y = C और D के कहस्ो ंका अंतर हो, तो (x - y) का मान (रुपयो ंमें) क्या होगा?<br><br>(a) 1300 (b) 1000<br>(c) 1400 (d) 1200				40	Source::AbhasSaini 5.Mathematics::Ratio and Proportion
A sum of Rs. 15525 is divided among Sunil, Anil and Jamil such that if Rs. 22, Rs. 35 and Rs. 48 be diminished from their shares respectively, their remaining sums shall be in the ratio 7 : 10 : 13. What would have been the ratio of their sums if Rs. 16, Rs. 77 and Rs. 37 respectively were added to their original shares ? ₹15525 की राकश Sunil, Anil और Jamil मेंबाँटी गई है। यकद उनके कहस्ो ंमेंसेक्रमशः ₹22, ₹35 और ₹48 घटा कदए जाएँ, तो शेष राकशयाँ7:10:13 के अनुपात मेंहोती हैं। यकद उनकी मूल राकशयो ंमेंक्रमशः ₹16, ₹77 और ₹37 जोड कदए जाएँ, तो उनके कहस्ो ंका अनुपात क्या होगा?<br><br>(a) 9 : 13 : 17 (b) 18 : 26 : 35<br>(c) 36 : 52 : 67 (d) None of these				40	Source::AbhasSaini 5.Mathematics::Ratio and Proportion
A sum of Rs. 25,520 is divided among A, B, C and D in such a way that the ratio of the combined share of A and D to the combined share of B and C is 6:5. The ratio of the share of B to that of C is 9:11. A receives Rs. 4060. If x is the difference between the shares of A and B and y is the difference between the shares of C and D, then what is the value of (x - y) (in Rs.) ? ₹25,520 की राकश A, B, C और D मेंइस प्रकार बाँटी गई है कक (A + D) : (B + C) = 6:5 है। B : C = 9:11 है। A को ₹4060 कमलतेहैं। यकद x = A और B के कहस्ो ंका अंतर तथा y = C और D के कहस्ो ंका अंतर हो, तो (x - y) का मान (रुपयो ंमें) क्या होगा?<br><br>(a) 2310 (b) 2320<br>(c) 2300 (d) 2340				40	Source::AbhasSaini 5.Mathematics::Ratio and Proportion
A certain sum was to be divided between A and B in the ratio 7:3. however by mistake it was divided in the ratio 3:7. Thus A gets 250 less than his original share. Find the sum ? एक राकश A और B में7:3 के अनुपात मेंबाँटी जानी थी, लेककन गलती से3:7 के अनुपात में बाँट दी गई। इस कारण A को अपनेमूल कहस्े से₹250 कम कमले। कु ल राकश ज्ञात कीकजए।<br><br>(a) ₹625 (b) ₹650<br>(c) ₹675 (d) ₹605				40	Source::AbhasSaini 5.Mathematics::Ratio and Proportion
A sum of ₹3270 was to ve divided among A, B, C and D in the ratio 3:4:5:8, but it was divided in the ratio 1/3:1/4:1/5:1/8 by mistake which of the following statement will hold true as a result ? ₹3270 की राकश A, B, C और D में3:4:5:8 के अनुपात मेंबाँटी जानी थी, लेककन गलती से 1/3:1/4:1/5:1/8 के अनुपात मेंबाँट दी गई। पररणामस्वरूप कनम्न मेंसेकौन-सा कथन सत्य होगा? 238 more 95 less<br><br>(a) A received ₹717 more (b) B received ₹<br>(c) C received ₹ 858 less (d) D received ₹				40	Source::AbhasSaini 5.Mathematics::Ratio and Proportion
Rs.500 is divided among A, B, & C in such a way that Rs.16 more than 2/5 of share of A, Rs.70 Less than 3/4 of share of B and Rs.4 Less than 3/5 of share of C are equal. Find the share of B ? ₹500 को A, B और C मेंइस प्रकार बाँटा गया है कक A के कहस्ेका 2/5 से₹16 अकधक, B के कहस्ेका 3/4 से₹70 कम तथा C के कहस्ेका 3/5 से₹4 कम, तीनो ंबराबर हैं। B का कहस्ा ज्ञात कीकजए।<br><br>(a) ₹150 (b) ₹200<br>(c) ₹250 (d) ₹200				40	Source::AbhasSaini 5.Mathematics::Ratio and Proportion
A, B and C donate 8%, 7% and 9%, of their salaries respectively to a charitable trust.The salaries of A and B are the same and the difference between their donations is ₹259. The total donation of A and B is ₹1,185 more than that of C.The total donation of A and C is what percentage of the total salaries of A,B and C ? (Correct to one decimal place) A, B और C अपनी-अपनी सैलरी का क्रमशः 8%, 7% और 9% एक चैररटेबल टरस्ट को दान करतेहैं। A और B की सैलरी समान हैतथा उनके दान का अंतर ₹259 है। A और B का कु ल दान, C के दान से₹1185 अकधक है। A और C का कु ल दान, A, B और C की कु ल सैलरी का ककतने प्रकतशत है? (एक दशमलव तक)<br><br>(a) 6.2% (b) 5.8%<br>(c) 6.4% (d) 7.1%				40	Source::AbhasSaini 5.Mathematics::Ratio and Proportion
