Question	Answer	Basic Solution	Short Solution/Trick	Target Time	Tags
Four men and 6 women can complete a certain piece of work in 5 days whereas three men and 4 women can complete it in 7 days. How many men should assist 25 women to complete 2½ times the same work in 5 days?<br><br>(a) 10<br>(b) 8<br>(c) 4<br>(d) 5	5	(4M+6W)*5 = (3M+4W)*7 => 20M+30W = 21M+28W => 1M = 2W. Total work = (4*2+6)*5 = 70W. Target work = 2.5 * 70 = 175W. Required efficiency for 5 days = 175/5 = 35W. Available = 25W. Shortfall = 10W = 5M.		40	Source::AbhasSaini 5. Mathematics::Time and Work
A certain number of persons can complete a task in 28 days. If there were 150 persons more, it would have taken 7 days less for the task to be completed. How many persons are there in the beginning?<br><br>(a) 420<br>(b) 480<br>(c) 350<br>(d) 450	450	Let initial persons be P. P * 28 = (P + 150) * (28 - 7) => 28P = 21P + 3150 => 7P = 3150 => P = 450 persons.		40	Source::AbhasSaini 5. Mathematics::Time and Work
Eight persons can finish a work in 20 days. After 5 days they were requested to complete the work in the next 8 days. How many more persons should join the group to fulfil the requirement?<br><br>(a) 23<br>(b) 12<br>(c) 15<br>(d) 7	7	Total work = 8 * 20 = 160 unit-days. Work done in 5 days = 8 * 5 = 40. Remaining = 120. Required persons to finish in 8 days = 120/8 = 15. More persons needed = 15 - 8 = 7.		40	Source::AbhasSaini 5. Mathematics::Time and Work
A certain number of men can do a piece of work in 54 days. If there were 30 more men, it would take 18 days less to complete the work. The number of men, initially is:<br><br>(a) 50<br>(b) 54<br>(c) 72<br>(d) 60	60	M * 54 = (M + 30) * 36 => 54M = 36M + 1080 => 18M = 1080 => M = 60 men.		40	Source::AbhasSaini 5. Mathematics::Time and Work
A college hostel mess has provisions for 25 days for 350 boys. At the end of 10 days, when some boys were shifted to another hostel, it was found that now the provisions will last for 21 more days. How many boys were shifted to another hostel?<br><br>(a) 92<br>(b) 110<br>(c) 98<br>(d) 100	100	Remaining provisions = 350 * (25 - 10) = 350 * 15 boy-days. Let remaining boys be B. B * 21 = 350 * 15 => B = 250. Boys shifted = 350 - 250 = 100.		40	Source::AbhasSaini 5. Mathematics::Time and Work
Priya alone can do a work in 15 days. Priya and Sneha together can complete the same work in 10 days. In how many days can sneha complete the same work alone?<br><br>(a) 10 Days<br>(b) 13 Days<br>(c) 30 Days<br>(d) 12 Days	30 Days	Total work = LCM(15, 10) = 30. Priya's efficiency = 30/15 = 2. Priya + Sneha's efficiency = 30/10 = 3. Sneha's efficiency = 3 - 2 = 1. Time for Sneha = 30/1 = 30 days.		40	Source::AbhasSaini 5. Mathematics::Time and Work
If A and B together can complete a work in 15 days and B alone can complete the same work in 21 days. In how many days can A alone will complete the same work?<br><br>(a) 57 1/2 Days<br>(b) 52 1/2 Days<br>(c) 31 1/2 Days<br>(d) 41 1/2 Days	52 1/2 Days	Total work = LCM(15, 21) = 105. A+B's efficiency = 105/15 = 7. B's efficiency = 105/21 = 5. A's efficiency = 7 - 5 = 2. Time for A = 105/2 = 52 1/2 days.		40	Source::AbhasSaini 5. Mathematics::Time and Work
A alone can complete a work in 120 days, while A and B together complete the same work in 72 days. In how many days B alone can complete this work?<br><br>(a) 216<br>(b) 180<br>(c) 200<br>(d) 160	180	Total work = LCM(120, 72) = 360. A's efficiency = 360/120 = 3. A+B's efficiency = 360/72 = 5. B's efficiency = 5 - 3 = 2. Time for B = 360/2 = 180 days.		40	Source::AbhasSaini 5. Mathematics::Time and Work
Amit alone can complete a work in 5 hours. Jivan and Pal together complete the same work in 4 hours while Amit and Pal together complete the in 3 hours, In how many hours Jivan alone can complete this work.<br><br>(a) 9<br>(b) 5<br>(c) 8<br>(d) 6	9	Amit's 1 hour work = 1/5. Amit + Pal's 1 hr work = 1/3. Pal's 1 hr work = 1/3 - 1/5 = 2/15. Jivan + Pal's 1 hr work = 1/4. Jivan's 1 hr work = 1/4 - 2/15 = (15-8)/60 = 7/60. Jivan alone takes 60/7 hours. (Nearest whole hour is approx 9).		40	Source::AbhasSaini 5. Mathematics::Time and Work
A and B together can complete a work in 12 days. A alone can complete it in 20 days. If B does not work only for the first half of the day daily, then in how many days will A and B together complete the work?<br><br>(a) 15 days<br>(b) 43/2 days<br>(c) 40/3 days<br>(d) 22/3 days	15 days	Total work = LCM(12, 20) = 60. A+B's efficiency = 5. A's efficiency = 3. B's efficiency = 2. If B works half day, effective efficiency = A + B/2 = 3 + 1 = 4. Days required = 60/4 = 15 days.		40	Source::AbhasSaini 5. Mathematics::Time and Work
A, B and C together can complete a work in 12 days. A and B Respectively by alone can complete the same work in 36 and 36 days. In how many days can C alone complete the same work?<br><br>(a) 36<br>(b) 12<br>(c) 25<br>(d) 48	36	Total work = LCM(12, 36, 36) = 36. A+B+C's efficiency = 3, A's = 1, B's = 1. C's efficiency = 3 - (1+1) = 1. Time for C = 36/1 = 36 days.		40	Source::AbhasSaini 5. Mathematics::Time and Work
A and B can do a work in 4 days. B and C can do same work in 5 days. C and A can do same work in 10 days. If A, B, C work together, then in how many days can they complete the work?<br><br>(a) 3 7/11<br>(b) 11 3/7<br>(c) 3 11/7<br>(d) 11 7/3	3 7/11	Total work = LCM(4, 5, 10) = 20. Efficiencies: A+B = 5, B+C = 4, C+A = 2. Summing them: 2(A+B+C) = 11 => A+B+C = 5.5. Time taken = 20 / 5.5 = 40/11 = 3 7/11 days.		40	Source::AbhasSaini 5. Mathematics::Time and Work
A and B together can do a work in 10 days. B and C together can do the same work in 15 days, while C and A together can do the same work in 20 days. In how many days can A, B and C working together complete the same work?<br><br>(a) 120/13 Days<br>(b) 60/13 Days<br>(c) 120/11 Days<br>(d) 60/11 Days	120/13 Days	Total work = LCM(10, 15, 20) = 60. Efficiencies: A+B = 6, B+C = 4, C+A = 3. 2(A+B+C) = 13 => A+B+C = 13/2. Time taken = 60 / (13/2) = 120/13 days.		40	Source::AbhasSaini 5. Mathematics::Time and Work
B would have taken 10 hours more than what A would have taken to complete a task if each of them worked alone. Working together they can complete the task in 12 hours. How many hours would B take to do 50% of the task?<br><br>(a) 30<br>(b) 15<br>(c) 20<br>(d) 10	15	Let A = x, B = x + 10. 1/x + 1/(x+10) = 1/12. Solving gives x = 20. B takes 30 hours for the full task, so 15 hours for 50%.		40	Source::AbhasSaini 5. Mathematics::Time and Work
A would have taken 15 hours less than what B would have taken to completed a task if both of them worked alone. Working together they can complete a task in 18 hours. How many hours would B take to do the 50% of the task?<br><br>20<br>40<br>22.5<br>45	22.5	Let B = x, A = x - 15. 1/(x-15) + 1/x = 1/18. Solving gives x = 45. B takes 45 hours, so 50% of task takes 22.5 hours.		40	Source::AbhasSaini 5. Mathematics::Time and Work
A would have taken 9 hours less than what B would have taken to completed a task if both of them worked alone. Working together they can complete a task in 30/7 hours. How many hours would B take to do the 50% of the task?<br><br>6<br>15<br>7.5<br>12	7.5	Let B = x, A = x - 9. 1/(x-9) + 1/x = 7/30. Solving gives x = 15. B takes 15 hours, so 50% takes 7.5 hours.		40	Source::AbhasSaini 5. Mathematics::Time and Work
A and B together can complete a work in 4 days. A alone takes 6 days less than B alone takes. In how many days C alone complete the work if he is 50% more efficient than B?<br><br>8<br>10<br>12<br>15	8	Let B = x, A = x - 6. 1/(x-6) + 1/x = 1/4. Solving gives x = 12. B takes 12 days. C is 50% more efficient than B, so C's efficiency is 1.5 * (1/12) = 1/8. C takes 8 days.		40	Source::AbhasSaini 5. Mathematics::Time and Work
Pipe A and B together can fill an empty tank in 45/4 min. If A take 12 min more than B to fill, then the time in which A alone would fill one third part of the tank is?<br><br>10<br>12<br>15<br>20	10	Let B = x, A = x + 12. 1/x + 1/(x+12) = 4/45. Solving gives x = 18. B = 18 min, A = 30 min. A fills 1/3 tank in 30/3 = 10 min.		40	Source::AbhasSaini 5. Mathematics::Time and Work
A and B together can-do certain work in x days. Working alone, A and B can do the same work in (x + 8) and (x + 18) days, respectively. A and B together will complete 5/6 of the same work in?<br><br>(a) 8<br>(b) 9<br>(c) 10<br>(d) 12	10	Using formula x = sqrt(8 * 18) = 12 days. Total time = 12 days. 5/6 of the work takes 12 * (5/6) = 10 days.		40	Source::AbhasSaini 5. Mathematics::Time and Work
Three men A, B and C working together can do a job in 6 hours less time than a alone, in 1 hour less time than B alone and in one half time needed by C when working alone. Then A and B together can complete the job in?<br><br>(a) 2/3<br>(b) 4/3<br>(c) 20/3<br>(d) 40/3	4/3	Let A+B+C take T hours. A = T+6, B = T+1, C = 2T. 1/(T+6) + 1/(T+1) = 1/2T. Solving gives T = 2/3. A+B takes 4/3 hours.		40	Source::AbhasSaini 5. Mathematics::Time and Work
Ram can copy 60 pages in 15 hours. If Ram and Riya together can copy 180 pages in 30 hours then in how many hours will Riya copy 20 pages?<br><br>(a) 29 Hours<br>(b) 10 Hours<br>(c) 12 Hours<br>(d) 20 Hours	10 Hours	Ram's efficiency = 60/15 = 4 pages/hr. Ram + Riya = 180/30 = 6 pages/hr. Riya's efficiency = 2 pages/hr. Time for Riya to copy 20 pages = 20/2 = 10 hours.		40	Source::AbhasSaini 5. Mathematics::Time and Work
Raju and Akbar take 4 hours and 6 hours to type 32 pages and 48 pages respectively on a computer. He is given an assignment to type 256 pages. They work together on two different computer and start typing at same time How much time will it take (in hours) for them to complete assignment<br><br>(a) 16<br>(b) 14<br>(c) 18<br>(d) 12	16	Raju's speed = 32/4 = 8 p/hr. Akbar's speed = 48/6 = 8 p/hr. Combined speed = 16 p/hr. Time for 256 pages = 256/16 = 16 hours.		40	Source::AbhasSaini 5. Mathematics::Time and Work
A can finish a piece of work in a certain number of days. B takes 45% more number of days to finish the same work independently. They worked together for 58 days and then the remaining work was done by B alone in 29 days. In how many days could A have completed the work, had he worked alone?<br><br>(a) 98 days<br>(b) 120 days<br>(c) 118 days<br>(d) 110 days	118 days	Time ratio A:B = 100:145 = 20:29. Efficiency ratio = 29:20. Total work = (29+20)*58 + 20*29 = 3422 units. Time for A = 3422/29 = 118 days.		40	Source::AbhasSaini 5. Mathematics::Time and Work
In one-sixth of the time that B takes to complete a piece of work, A can complete half of the same work. If working together they take 16 days to complete the work, how much time shall B take to complete it alone?<br><br>(a) 38 days<br>(b) 64 days<br>(c) 76 days<br>(d) 44 days	64 days	A does 1/2 work in T/6 time, so A takes T/3 for full work. Time ratio A:B = 1:3. Efficiency ratio A:B = 3:1. Total work = (3+1)*16 = 64. B takes 64/1 = 64 days.		40	Source::AbhasSaini 5. Mathematics::Time and Work
A is twice as efficient as B and C is thrice as efficent as B. Working together, they can finish a certain work in 5 days. A and C worked together for 5 days. B alone would complete the remaining work in.<br><br>(a) 5 days<br>(b) 8 days<br>(c) 6 days<br>(d) 4 days	5 days	Eff A=2, B=1, C=3. Total work = (2+1+3)*5 = 30. A+C in 5 days do (2+3)*5 = 25. Remaining work = 5. B takes 5/1 = 5 days.		40	Source::AbhasSaini 5. Mathematics::Time and Work
A, B and C together can build a wall in 12 days. C is four times as productive as B and A alone can build the wall in 48 days. In how many days A and B working together can build the wall?<br><br>(a) 20<br>(b) 30<br>(c) 80<br>(d) 40	30	A+B+C = 12, A = 48 -> B+C efficiency = 1/12 - 1/48 = 1/16. C = 4B -> 5B = 1/16 -> B's eff = 1/80. A+B eff = 1/48 + 1/80 = 1/30. Time = 30 days.		40	Source::AbhasSaini 5. Mathematics::Time and Work
A and B together can complete a work in 12.5 days. B and C together can complete the same work in 18.75 days While C and A together can complete the same work in 15 days. Taking together D who is only 40% efficient than C In how many days will A, B and C together complete the same work<br><br>(a) 9 1/3<br>(b) 9 17/27<br>(c) 9 7/27<br>(d) 9 2/3	9 7/27	A+B=12.5, B+C=18.75, C+A=15. Efficiencies with LCM 75: A+B=6, B+C=4, C+A=5. 2(A+B+C)=15 -> A+B+C=7.5. C = 7.5 - 6 = 1.5. D = 40% of C = 0.6. Total A+B+C+D = 8.1. Time = 75/8.1 = 9 7/27 days.		40	Source::AbhasSaini 5. Mathematics::Time and Work
A works 5.4 items faster than B and when each is working alone, A takes 22 days less than B to complete the work if A and B work together find the number of days to complete the same work?<br><br>(a) 4 1/4<br>(b) 4 3/16<br>(c) 4 5/32<br>(d) 4 7/32	4 7/32	Eff A = 5.4, B = 1. Time ratio 1:5.4. Difference 4.4 units = 22 days -> 1 unit = 5 days. A takes 5 days. Total work = 5 * 5.4 = 27. Time A+B = 27 / 6.4 = 4 7/32 days.		40	Source::AbhasSaini 5. Mathematics::Time and Work
The ratio of the efficiencies of A, B and C is 7 : 5 : 8. Working together, they can complete a piece of work in 42 days. B and C worked together for 21 days and the remaining work was completed by A alone. The whole work was completed in:<br><br>(a) 102 days<br>(b) 93 days<br>(c) 99 days<br>(d) 96 days	102 days	Total work = (7+5+8)*42 = 840. B+C did (5+8)*21 = 273. Remaining 567 done by A in 567/7 = 81 days. Total time = 21 + 81 = 102 days.		40	Source::AbhasSaini 5. Mathematics::Time and Work
6 men or 2 women or 4 boys can finish a work in 77 days. How many days will 1 man, 1 woman and 1 boy together take to finish the same work?<br><br>(a) 84<br>(b) 82<br>(c) 86<br>(d) 80	84	6M = 2W = 4B. Ratio M:W:B = 2:6:3. Total work = 2W * 77 = 12 * 77 = 924. 1M+1W+1B = 2+6+3 = 11. Time = 924/11 = 84 days.		40	Source::AbhasSaini 5. Mathematics::Time and Work
A men can complete a work in 12 days and a women can complete the same work in 10 days. 2 men and 3 women works on alternate days and the man start the work on the first day, the work will completed within ..............days.<br><br>(a) 24/5<br>(b) 21/5<br>(c) 22/3<br>(d) 22/5	22/5	1M=12d, 1W=10d. Total work=60. 1M=5, 1W=6. 2M=10, 3W=18. Day 1: 10, Day 2: 18. Cycle of 2 days = 28 units. 4 days = 56. Remaining 4 units done by men in 4/10 = 2/5 day. Total = 22/5 days.		40	Source::AbhasSaini 5. Mathematics::Time and Work
A can complete a work in 25 days, while B can complete the same work in 30 days. They work on alternate days, starting from A, Both A and B follow this pattern for 5 days and then A leaves the work. In how many days will A complete the remaining work?<br><br>(a) 24 2/5<br>(b) 5 3/5<br>(c) 24 3/5<br>(d) 5 2/5	24 2/5	LCM(25,30)=150. A=6, B=5. Alternate for 5 days: A, B, A, B, A -> 6+5+6+5+6 = 28. Remaining = 122. B completes it (typo in question says A) in 122/5 = 24 2/5 days.		40	Source::AbhasSaini 5. Mathematics::Time and Work
Ravi can do a work in 40 days and Sudha can do the same work in 60 days. If the works start by Sudha and then they work on alternate days Then in how many days will the work be completed?<br><br>(a) 48<br>(b) 60<br>(c) 40<br>(d) 45	48	LCM(40,60)=120. R=3, S=2. Alternate starting with S: S(2) + R(3) = 5 units in 2 days. 120/5 = 24 cycles = 48 days.		40	Source::AbhasSaini 5. Mathematics::Time and Work
A can do a work in 30 days, B in 50 days and C in 40 days. If A is assisted alternately by B on one day and by C on next day. The work will be completed in ...........time?<br><br>(a) 17 32/35 Days<br>(b) 17 34/35 Days<br>(c) 17 31/35 Days<br>(d) 17 33/35 Days	17 32/35 Days	LCM(30,50,40)=600. A=20, B=12, C=15. Cycle: A+B=32, A+C=35. 2 days = 67. 8 cycles (16 days) = 536. Day 17: A+B does 32 -> 568. Rem 32. Day 18: A+C does 35, time = 32/35. Total 17 32/35.		40	Source::AbhasSaini 5. Mathematics::Time and Work
To do a certain work A and B work on alternate days, with B beginning the work on the first day. A can finish the work alone in 48 days. If the work gets completed in 11⅓ days, then B alone can finish 4 times the same work in?<br><br>(a) 30 days<br>(b) 24 days<br>(c) 32 days<br>(d) 27 days	27 days	A = 48. Let total work = 48 units. Eff A = 1. In 11 1/3 days, B works 6 days and A works 5 1/3 = 16/3 days. A's work = 16/3. B's work = 48 - 16/3 = 128/3. B's eff = (128/3)/6 = 64/9. Time for 4 times work = 4 * 48 / (64/9) = 27 days.		40	Source::AbhasSaini 5. Mathematics::Time and Work
A can do a piece of work in 24 days and B can do it in 80 days. B works alone for 2 days and A works alone on the 3rd day. This process continues till the work is completed. In how many days will the work be completed?<br><br>(a) 42<br>(b) 48<br>(c) 45<br>(d) 44	45	A = 24, B = 80. LCM = 240. Eff A=10, B=3. 3-day cycle (B, B, A) = 3+3+10 = 16 units. 240/16 = 15 cycles. Total days = 15 * 3 = 45 days.		40	Source::AbhasSaini 5. Mathematics::Time and Work
A can complete a piece of work alone in 10 days and B can complete the same piece of work alone in 15 days. Working together A, B and C can completes this work in 4½ days. If B does not work, while A and C work on alternate days, starting with C, then in how many days will the work be completed?<br><br>(a) 13 1/9<br>(b) 13<br>(c) 12 2/3<br>(d) 13 1/5	13 1/9	A=10, B=15, A+B+C=4.5. LCM = 90. Eff A=9, B=6, A+B+C=20 -> C=5. Alternate C, A -> 2-day cycle = 14 units. 6 cycles (12 days) = 84 units. Day 13: C does 5 units (89). Day 14: A does 1 unit in 1/9 day. Total = 13 1/9 days.		40	Source::AbhasSaini 5. Mathematics::Time and Work
P, Q and R can do a place of work in 9 days, 18 days and 12 days, respectively. They start the work, with P working on Day 1, Q working on Day 2 and R working on Day 3, and then continuing with this cycle till the work got is completed. How many days will be needed to complete this work in this manner?<br><br>(a) 11 days<br>(b) 15 days<br>(c) 16 days<br>(d) 12 days	12 days	P=9, Q=18, R=12. LCM=36. Eff P=4, Q=2, R=3. 3-day cycle = 9 units. 36/9 = 4 cycles. Total days = 4 * 3 = 12 days.		40	Source::AbhasSaini 5. Mathematics::Time and Work
A, B and C can do a piece of work in 30 days, 45 days and 90 days, respectively. A starts the work and he is assisted by B and C together on every third day. In how many days will the work be completed?<br><br>(a) 21<br>(b) 22½<br>(c) 23<br>(d) 24	23	A=30, B=45, C=90. LCM=90. Eff A=3, B=2, C=1. 3-day cycle (A, A, A+B+C) = 3+3+6 = 12 units. 7 cycles = 84 units (21 days). Day 22: A does 3. Day 23: A does 3. Total 23 days.		40	Source::AbhasSaini 5. Mathematics::Time and Work
A, B and C can do a piece of work in 20 days, 30 days and 60 days respectively. If A works daily and on every third day B and C also work with A, then in how many days, will the work be completed?<br><br>(a) 12<br>(b) 15<br>(c) 18<br>(d) 21	15	A=20, B=30, C=60. LCM=60. Eff A=3, B=2, C=1. 3-day cycle (A, A, A+B+C) = 3+3+6 = 12 units. 60/12 = 5 cycles. Total days = 5 * 3 = 15 days.		40	Source::AbhasSaini 5. Mathematics::Time and Work
A group of men decided to do a work in 6 days but every day 18 men left the Job. If the work is completed in 8 days. How many men initially decided to do that work?<br><br>(a) 188<br>(b) 150<br>(c) 300<br>(d) 252	252	Let initial men = M. Total work = 6M. Actual work = M + (M-18) + ... 8 terms = 8M - 18*(28) = 8M - 504. 6M = 8M - 504 -> 2M = 504 -> M = 252.		40	Source::AbhasSaini 5. Mathematics::Time and Work
A group of men decided to do a work in 6 days but every day 8 men left the Job. If the work is completed in 8 days. How many men initially decided to do that work?<br><br>(a) 108<br>(b) 112<br>(c) 150<br>(d) 100	112	Let initial men = M. Total work = 6M. Actual work = M + (M-8) + ... 8 terms = 8M - 8*(28) = 8M - 224. 6M = 8M - 224 -> 2M = 224 -> M = 112.		40	Source::AbhasSaini 5. Mathematics::Time and Work
Mohit, Neetu and Soma can complete a work in 5 days, 6 days and 8 days respectively, if they work alternately leaving one day and Mohit start the work on the first day, Neetu on the second day then Soma on the third days then Mohit on the fourth day and Keep working in this manner then in how many days will the work be complete?<br><br>(a) 4 7/15<br>(b) 5 7/12<br>(c) 7 1/60<br>(d) 6 1/12	6 1/12	M=5, N=6, S=8. LCM=120. Eff M=24, N=20, S=15. 3-day cycle = 59 units. 2 cycles (6 days) = 118 units. Remaining 2 units done by M in 2/24 = 1/12 day. Total = 6 1/12 days.		40	Source::AbhasSaini 5. Mathematics::Time and Work
Akshita and Raina are typing a book, but have only one laptop to work upon. They decided that they will work on alternate basis such that Akshita works for the first day, Raina works for the second day, Akshita for the third day and so on. Akshita alone can finish the typing work in 16 days, while Raina will take 24 days if she works alone on the entire book. How many days will they take to finish the typing work if they work on alternate basis?<br><br>(a) 15<br>(b) 17<br>(c) 18<br>(d) 19	19	A=16, R=24. LCM=48. Eff A=3, R=2. 2-day cycle = 5 units. 9 cycles (18 days) = 45 units. Remaining 3 units done by Akshita in 1 day. Total = 19 days.		40	Source::AbhasSaini 5. Mathematics::Time and Work
A can do 1/5 of a piece of work in 20 days, B can do 30% of the same work in 36 days, while C can do 80% of the same work in 160 days. B and C together started and worked for x days. After x days B left the work, and A joined C and both completed the remaining work in (x - 41) days. If the ratio between the work done by (BC) together to the work done by (A + C) together is 19 : 6, then what fraction of the same work can be completed by C alone in 2x days?<br><br>(a) 57/100<br>(b) 19/25<br>(c) 13/25<br>(d) 6/25	57/100	A=100, B=120, C=200. LCM=600. Eff A=6, B=5, C=3. BC work = 8x. AC work = 9(x-41). Ratio 8x / (9x-369) = 19/6 -> x=57. C in 2x days = 114 days -> 342 units. Fraction = 342/600 = 57/100.		40	Source::AbhasSaini 5. Mathematics::Time and Work
A and B complete a work in 24 and 30 days, respectively, working 10 hours per day. The work is to be done in two shifts. The morning shift is for 6 hours and the evening shift is for 4 hours. On the first day, A works in the morning and B works in the evening, and they interchange their shifts every day. On which day did the work get completed?<br><br>(a) 21<br>(b) 24<br>(c) 27<br>(d) 30	27	A=240hrs, B=300hrs. LCM=1200. Eff A=5, B=4. Day 1: A(6)+B(4) = 46. Day 2: B(6)+A(4) = 44. 2-day cycle = 90. 13 cycles (26 days) = 1170. Day 27: A works morning (6*5=30) -> finishes exactly. Total 27 days.		40	Source::AbhasSaini 5. Mathematics::Time and Work
A and B are equally efficient, and each can individually complete a piece of work in 36 days, if none takes any holiday. A and B started working together on this piece of work, but A took a day off after every five days of work, while B took a day off after every seven days of work. If the duo had started work on 1 July 2021, on which date was the work completed?<br><br>(a) 19 July 2021<br>(b) 20 July 2021<br>(c) 21 July 2021<br>(d) 22 July 2021	21 July 2021	Eff A=1, B=1. Total=36. Tracing days: A is off on days 6, 12, 18, 24... B is off on days 8, 16, 24... By day 21, A worked 18 days, B worked 19 days. 18+19 = 37 >= 36. So completes on 21st day.		40	Source::AbhasSaini 5. Mathematics::Time and Work
A, B and C can do a piece of work in 11 days, 20 days and 55 days respectively. How soon can the work be done if A works with B on first day, A works with C on second day and so on?<br><br>(a) 9 days<br>(b) 9½ days<br>(c) 8½ days<br>(d) 8 days	8 days	A=11, B=20, C=55. LCM=220. Eff A=20, B=11, C=4. Day 1: A+B = 31. Day 2: A+C = 24. 2-day cycle = 55. 220/55 = 4 cycles. Total days = 8 days.		40	Source::AbhasSaini 5. Mathematics::Time and Work
Working together, A and B can do a certain work in 45 days. They work together for 10 days. They complete the remaining work in 28 days with the assistance of C.The work done by C in 3 days is equal to the work done by B in 2 days. A and C together can complete 70% of the original work in?<br><br>(a) 30days<br>(b) 36days<br>(c) 40days<br>(d) 35days	36days	A+B=45. 10 days = 2/9 work. Remaining 7/9 in 28 days -> A+B+C = 36 days. 1/C = 1/36 - 1/45 = 1/180. C=180. 3C = 2B -> B=120. 1/A = 1/45 - 1/120 = 1/72 -> A=72. A+C = 1/72+1/180 = 7/360. 70% takes (360/7)*(7/10) = 36 days.		40	Source::AbhasSaini 5. Mathematics::Time and Work
A can complete the work in 9 days and B in 12 days. If they work together on it for 5 days. The remaining part of the work is........?<br><br>(a) 3 1/6<br>(b) 3 1/5<br>(c) 35/36<br>(d) 3 ⅚	1/36	A=9, B=12. LCM=36. Eff A=4, B=3. A+B=7. In 5 days they do 35 units. Remaining = 1 unit. Fraction = 1/36. (Note: Option (c) is likely a typo for 1/36, or it refers to work completed).		40	Source::AbhasSaini 5. Mathematics::Time and Work
