Question	Answer	Basic Solution	Short Solution/Trick	Target Time	Tags
X⁴+16/X⁴=433, x>0, find x-2/x?<br><br>A) 5<br>B) √17<br>C) 3<br>D) √15	√17	x² + 4/x² = √(433 + 2(4)) = √441 = 21. (x - 2/x)² = 21 - 2(2) = 17. x - 2/x = √17.	√(√(433+8) - 4) = √(21 - 4) = √17	40	Source::AbhasSaini 5. Mathematics::Algebra
If x>0, x⁴+1/x⁴=2207, find x⁵+1/x⁵?<br><br>A) 15127<br>B) 15134<br>C) 15141<br>D) 15130	15127	x² + 1/x² = √2209 = 47. x + 1/x = √49 = 7. x³ + 1/x³ = 322. x⁵ + 1/x⁵ = 47 * 322 - 7 = 15127.	x⁵+1/x⁵ = (x²+1/x²)(x³+1/x³) - (x+1/x) = 47 * 322 - 7 = 15127	40	Source::AbhasSaini 5. Mathematics::Algebra
If p⁴= 4354-1/p⁴, find p³-1/p³?<br><br>A) 436<br>B) 536<br>C) 416<br>D) 516	536	p⁴ + 1/p⁴ = 4354. p² + 1/p² = √4356 = 66. p - 1/p = √64 = 8. p³ - 1/p³ = 8³ + 3(8) = 536.	k³ + 3k where k = √(√4356 - 2) = 8. 512 + 24 = 536.	40	Source::AbhasSaini 5. Mathematics::Algebra
If x⁴+1/x⁴=14159, Find x+1/x?<br><br>A) 11<br>B) 69<br>C) 81<br>D) 121	11	x² + 1/x² = √(14159 + 2) = √14161 = 119. x + 1/x = √(119 + 2) = √121 = 11.	√(√(14159+2) + 2) = 11	40	Source::AbhasSaini 5. Mathematics::Algebra
If X⁴+1/x⁴ = 727, x>1, Find x-1/x ?<br><br>A) 2<br>B) 3<br>C) 4<br>D) 5	5	x² + 1/x² = √729 = 27. x - 1/x = √(27 - 2) = √25 = 5.	√(√(727+2) - 2) = 5	40	Source::AbhasSaini 5. Mathematics::Algebra
If x⁴+1/x⁴ = 2599, x>0, find x-1/x?<br><br>A) 4<br>B) 5<br>C) 6<br>D) 7	7	x² + 1/x² = √2601 = 51. x - 1/x = √(51 - 2) = √49 = 7.	√(√(2599+2) - 2) = 7	40	Source::AbhasSaini 5. Mathematics::Algebra
If x⁴+1/x⁴ = 47, x>0, find (2x-3)²?<br><br>A) 4<br>B) 5<br>C) 6<br>D) 7	5	x² + 1/x² = 7 => x + 1/x = 3 => x² - 3x = -1. (2x-3)² = 4x² - 12x + 9 = 4(x² - 3x) + 9 = -4 + 9 = 5.	4(x² - 3x) + 9 = -4 + 9 = 5	40	Source::AbhasSaini 5. Mathematics::Algebra
If x⁴+1/x⁴ = 527, x>0, find (2x-√21)²?<br><br>A) 4<br>B) 5<br>C) 6<br>D) 7	25	x² + 1/x² = 23 => x - 1/x = √21 => x² - √21x - 1 = 0 => x = (√21 ± 5)/2. So 2x - √21 = ±5. (2x - √21)² = 25.	2x - √21 = ±5 => Square is 25	40	Source::AbhasSaini 5. Mathematics::Algebra
If x⁴-142x²+1 =0, x>0, find x ?<br><br>A) 3-√9<br>B) 6-√35<br>C) 6+√35<br>D) 4+√15	6+√35	x² + 1/x² = 142 => x + 1/x = 12. x² - 12x + 1 = 0 => x = (12 ± √140)/2 = 6 ± √35.	x = (12 + √140)/2 = 6 + √35	40	Source::AbhasSaini 5. Mathematics::Algebra
If 81x⁴+1/x⁴= 3007, x>0, find (6x-7)² ?<br><br>A) 59<br>B) 60<br>C) 61<br>D) 62	61	9x² + 1/x² = √3025 = 55. (3x - 1/x)² = 55 - 6 = 49 => 3x - 1/x = 7 => 3x² - 7x = 1. (6x-7)² = 36x² - 84x + 49 = 12(3x² - 7x) + 49 = 12(1) + 49 = 61.	12(3x²-7x) + 49 = 12 + 49 = 61	40	Source::AbhasSaini 5. Mathematics::Algebra
If 256x⁴+ 1/x⁴ = 752, x>0, find 4x+1/x ?<br><br>A) 4<br>B) 5<br>C) 6<br>D) 7	6	16x² + 1/x² = √(752+32) = 28. 4x + 1/x = √(28+8) = 6.	√(√(752+32) + 8) = 6	40	Source::AbhasSaini 5. Mathematics::Algebra
If x⁴+1/x⁴ = 1154, (x>0), find x+1/x ?<br><br>A) √34<br>B) √32<br>C) 6<br>D) 18	6	x² + 1/x² = √1156 = 34. x + 1/x = √(34+2) = 6.	√(√(1154+2) + 2) = 6	40	Source::AbhasSaini 5. Mathematics::Algebra
If x¹²³+ 1/ x¹²³ = 702, find x⁴¹?<br><br>A. (9+√77)/2<br>B. (9-√77)/2<br>C. (9+√77)<br>D. (9+√77)	(9+√77)/2	Let y = x⁴¹. y³ + 1/y³ = 702 => y + 1/y = 9. y² - 9y + 1 = 0 => y = (9 ± √77)/2.	y³ + 1/y³ = 702 => y+1/y = 9 => y = (9 + √77)/2	40	Source::AbhasSaini 5. Mathematics::Algebra
If x⁴-1762x²+1=0, find (2x-4√110 -42)² ?<br><br>A) 0<br>B) 1<br>C) 2<br>D) 3	0	x² + 1/x² = 1762. x + 1/x = 42, x - 1/x = 4√110. Add: 2x = 42 + 4√110. So 2x - 4√110 - 42 = 0.	2x = (x+1/x) + (x-1/x) = 42 + 4√110 => 0	40	Source::AbhasSaini 5. Mathematics::Algebra
If 7b - 1/4b = 7, then what is the value of 16b² + 1/49b²?<br>यदि 7b - 1/4b = 7 है, तो 16b² + 1/49b² का मान क्या है?<br><br>a) 80/49<br>b) 104/7<br>c) 120/7<br>d) 1/2	120/7	Multiply by 4/7: 4b - 1/7b = 4. Square both sides: 16b² + 1/49b² - 8/7 = 16. Result = 16 + 8/7 = 120/7.	16 + 2*(4/7) = 16 + 8/7 = 120/7	40	Source::AbhasSaini 5. Mathematics::Algebra
If x > 0, and x⁴ + 1/x⁴ = 254, what is the value of x⁵ + 1/x⁵ ?<br>यदि x > 0, और x⁴ + 1/x⁴ = 254, x⁵ + 1/x⁵ का मान क्या है?<br><br>a) 717√2<br>b) 723√2<br>c) 720√2<br>d) 726√2	717√2	x² + 1/x² = 16. x + 1/x = 3√2. x³ + 1/x³ = 45√2. x⁵ + 1/x⁵ = 16(45√2) - 3√2 = 717√2.	(16 * 45 - 3)√2 = 717√2	40	Source::AbhasSaini 5. Mathematics::Algebra
If a + 1/a = 7, then a⁵ + 1/a⁵ is equal to:<br>यदि a + 1/a = 7, फिर a⁵ + 1/a⁵ के बराबर है:<br><br>a) 15127<br>b) 13127<br>c) 14527<br>d) 11512	15127	a² + 1/a² = 47. a³ + 1/a³ = 322. a⁵ + 1/a⁵ = 47 * 322 - 7 = 15127.	47 * 322 - 7 = 15127	40	Source::AbhasSaini 5. Mathematics::Algebra
If (x - 1/x) = √6, and x > 1, what is the value of (x⁸ - 1/x⁸) ?<br>यदि (x - 1/x) = √6, और x > 1, (x⁸ - 1/x⁸) का मान क्या है?<br><br>a) 1024√15<br>b) 992√15<br>c) 998√15<br>d) 1012√15	992√15	x+1/x = √10. x²-1/x² = √60 = 2√15. x²+1/x² = 8. x⁴-1/x⁴ = 16√15. x⁴+1/x⁴ = 62. x⁸-1/x⁸ = 62 * 16√15 = 992√15.	x⁸-1/x⁸ = 62 * 8 * √10 * √6 = 992√15	40	Source::AbhasSaini 5. Mathematics::Algebra
If x + 1/x = - 6, what will be the value of x⁵ + 1/x⁵ ?<br>यदि x+ 1/x = -6 है, तो x⁵ + 1/x⁵ का मान क्या होगा?<br><br>a) -7776<br>b) -6726<br>c) -6738<br>d) -6732	-6726	x² + 1/x² = 34. x³ + 1/x³ = -198. x⁵ + 1/x⁵ = 34(-198) - (-6) = -6726.	34*(-198) + 6 = -6726	40	Source::AbhasSaini 5. Mathematics::Algebra
If x + 1/x = 5, and x > 1, what is the value of (x⁸ - 1/x⁸) ?<br>यदि x + 1/x = 5, और x > 1, (x⁸ - 1/x⁸) का मान क्या है?<br><br>a) 60605√21<br>b) 60615√21<br>c) 60705√21<br>d) 60725√21	60605√21	x-1/x = √21. x²-1/x² = 5√21. x²+1/x² = 23. x⁴-1/x⁴ = 115√21. x⁴+1/x⁴ = 527. x⁸-1/x⁸ = 527 * 115√21 = 60605√21.	527 * 23 * 5√21 = 60605√21	40	Source::AbhasSaini 5. Mathematics::Algebra
If x + 1/x = 2√2, and x > 1, what is the value of (x⁶ - 1/x⁶) ?<br>यदि x + 1/x = 2√2, और x > 1 है, तो (x⁶ - 1/x⁶) का मान क्या है?<br><br>a) 140√2<br>b) 116√2<br>c) 144√2<br>d) 128√2	140√2	x-1/x = 2. x³+1/x³ = 10√2. x³-1/x³ = 14. Multiply them to get x⁶ - 1/x⁶ = 140√2.	(10√2) * 14 = 140√2	40	Source::AbhasSaini 5. Mathematics::Algebra
If x - 1/x = 2√2, and x > 1, what is the value of x⁶ - 1/x⁶ ?<br>यदि x - 1/x = 2√2, और x >1, तो x⁶ - 1/x⁶ का मान क्या है?<br><br>a) 372√6<br>b) 384√6<br>c) 396√6<br>d) 420√6	396√6	x+1/x = 2√3. x³-1/x³ = 22√2. x³+1/x³ = 18√3. x⁶-1/x⁶ = 22√2 * 18√3 = 396√6.	(22√2) * (18√3) = 396√6	40	Source::AbhasSaini 5. Mathematics::Algebra
Simplify the following expression.<br>निम्न अभिव्यक्ति को सरल बनाएँ।<br>[(1 + p)(1 + p²)(1 + p⁴)(1 + p⁸)(1 + p¹⁶)(1 - p) - 1]<br><br>a) -p³²<br>b) p³²<br>c) (1 + p³²)<br>d) (1 - p³²)	-p³²	(1-p)(1+p) = 1-p². (1-p²)(1+p²) = 1-p⁴... up to 1-p³². Then (1-p³²) - 1 = -p³².	Telescoping product: (1-p³²) - 1 = -p³²	40	Source::AbhasSaini 5. Mathematics::Algebra
If x²+1/x²=6, find 10x - 10/x ?<br><br>A) 20 only<br>B) 20 and -20 only<br>C) 40 only<br>D) 40 and -40 only.	±20	x - 1/x = ±√(6 - 2) = ±2. 10(x - 1/x) = 10(±2) = ±20.	10 * ±√(6-2) = ±20	40	Source::AbhasSaini 5. Mathematics::Algebra
If x²+4y²=40, xy= 6, x>2y, find x-2y?<br><br>A) 1<br>B) 2<br>C) 3<br>D) 4	4	(x - 2y)² = x² + 4y² - 4xy = 40 - 24 = 16. Since x > 2y, x - 2y = 4.	√(40 - 4(6)) = √16 = 4	40	Source::AbhasSaini 5. Mathematics::Algebra
If X= 1+√2 then find √X+1/√X ?<br><br>A) 2.1014<br>B) 2.1973<br>C) 1.9876<br>D) 1.9996	√(2√2+2)	X + 1/X = (√2+1) + (√2-1) = 2√2. (√X + 1/√X)² = X + 1/X + 2 = 2√2 + 2. Take square root.	√(2√2 + 2)	40	Source::AbhasSaini 5. Mathematics::Algebra
If a+2b=27, a³+8b³=5427, find 2ab?<br><br>A) 156<br>B) 149<br>C) 172<br>D) 176	176	(a+2b)³ = a³+8b³ + 3a(2b)(a+2b). 27³ = 5427 + 6ab(27) => 19683 = 5427 + 162ab => ab = 88. 2ab = 176.	(27³ - 5427)/81 = 176	40	Source::AbhasSaini 5. Mathematics::Algebra
If 16x²+y²= 48 and xy = 2, x,y>0 , find 64x³+y³ ?<br><br>A) 240<br>B) 300<br>C) 320<br>D) 340	320	(4x+y)² = 48 + 8(2) = 64 => 4x+y = 8. 64x³+y³ = (4x+y)³ - 3(4x)(y)(4x+y) = 512 - 12(2)(8) = 320.	8³ - 12(2)(8) = 320	40	Source::AbhasSaini 5. Mathematics::Algebra
If 16x⁴ + 1/(16x⁴) = 14159, then find the value of 2x + 1/(2x) .<br><br>1) 9<br>2) 11<br>3) 12<br>4) 15	11	Let 2x = y. y⁴ + 1/y⁴ = 14159. y² + 1/y² = √14161 = 119. y + 1/y = √121 = 11.	√(√(14159+2)+2) = 11	40	Source::AbhasSaini 5. Mathematics::Algebra
If x + 1/x = 2, then find the value of (x⁴ + 1/x⁴)(x³ - 1/x³).<br><br>1) -15<br>2) 15<br>3) -10<br>4) 10	0	x + 1/x = 2 implies x = 1. Then x³ - 1/x³ = 0. Product is 0.	x=1 => 0	40	Source::AbhasSaini 5. Mathematics::Algebra
If a - b = 5 and ab = 25, then the value of a³ - b³ is:<br><br>1) 525<br>2) 500<br>3) 450<br>4) 400	500	a³ - b³ = (a - b)((a - b)² + 3ab) = 5(25 + 3(25)) = 5(100) = 500.	5*(25 + 75) = 500	40	Source::AbhasSaini 5. Mathematics::Algebra
If x - y = 25 and xy = 444, compute the value of x³ - y³.<br><br>1) 48,925<br>2) 42,985<br>3) 28,495<br>4) 26,725	48925	x³ - y³ = (x - y)((x - y)² + 3xy) = 25(625 + 1332) = 25(1957) = 48925.	25*(625 + 1332) = 48925	40	Source::AbhasSaini 5. Mathematics::Algebra
If a = (√2 - 1)^(1/3), then the value of (a - 1/a)³ + 3(a - 1/a) is:<br><br>A) 2<br>B) -2<br>C) √2<br>D) -√2	-2	Expression is a³ - 1/a³. a³ = √2 - 1, 1/a³ = √2 + 1. a³ - 1/a³ = (√2 - 1) - (√2 + 1) = -2.	a³ - 1/a³ = -2	40	Source::AbhasSaini 5. Mathematics::Algebra
If x³ = 184 + y³ and x = 4 + y, then the value of (x + y) is (given that x > 0 and y > 0):<br><br>1) 2√14<br>2) 2√11<br>3) -2√14<br>4) -2√11	2√14	184 = 4(16 + 3xy) => xy = 10. (x+y)² = 16 + 40 = 56 => x+y = √56 = 2√14.	√((x-y)² + 4xy) = √(16+40) = 2√14	40	Source::AbhasSaini 5. Mathematics::Algebra
If for a non-zero x, 7x² + 5x + 7 = 0, then the x³ + 1/x³ is ______.<br><br>1) 420/343<br>2) 610/420<br>3) 610/343<br>4) 343/610	610/343	x + 1/x = -5/7. x³ + 1/x³ = (-5/7)³ - 3(-5/7) = -125/343 + 15/7 = 610/343.	k³ - 3k = -125/343 + 15/7 = 610/343	40	Source::AbhasSaini 5. Mathematics::Algebra
If (x - 1/(x-1)) = 3, then the value of (x - 1)² + 1/(x-1)² is:<br><br>1) 6<br>2) 4<br>3) 3<br>4) 5	6	Subtract 1 from both sides: (x-1) - 1/(x-1) = 2. Square: (x-1)² + 1/(x-1)² = 2² + 2 = 6.	k² + 2 = 4 + 2 = 6	40	Source::AbhasSaini 5. Mathematics::Algebra
If x + y = 12 and xy = 6, then the value of x/y + y/x is equal to:<br><br>1) 18<br>2) 22<br>3) 24<br>4) 26	22	x/y + y/x = (x²+y²)/xy = ((x+y)² - 2xy)/xy = (144 - 12)/6 = 22.	(144-12)/6 = 22	40	Source::AbhasSaini 5. Mathematics::Algebra
If a-b= 3 and a³- b³ = 999, then find the value of a² - b².<br><br>A) 1.60<br>B) 2.62<br>C) 3.64<br>D) 4.63	63	999 = 3(9 + 3ab) => ab = 108. (a+b)² = 9 + 432 = 441 => a+b = 21. a²-b² = 3 * 21 = 63.	(a-b)(a+b) = 3 * 21 = 63	40	Source::AbhasSaini 5. Mathematics::Algebra
If 2x+y=8, xy=6 find 4x²+y²?<br><br>A) 16<br>B) 24<br>C) 28<br>D) 40	40	4x² + y² = (2x+y)² - 4xy = 64 - 24 = 40.	64 - 24 = 40	40	Source::AbhasSaini 5. Mathematics::Algebra
If x²/y² + y²/x²= 7, A possible value of x³/y³ + y³/x³ ?<br><br>A) 16<br>B) 15<br>C) 17<br>D) 18	18	x/y + y/x = √(7+2) = 3. (x/y)³ + (y/x)³ = 3³ - 3(3) = 18.	k = 3 => 3³ - 3(3) = 18	40	Source::AbhasSaini 5. Mathematics::Algebra
If r+64/r = 16, find r⁴+1/r³?<br><br>A) 4096(1/512)<br>B) 512<br>C) 512(1/4096)<br>D) 4096	4096 1/512	r² - 16r + 64 = 0 => r = 8. r⁴ + 1/r³ = 8⁴ + 1/8³ = 4096 + 1/512.	r = 8 => 4096 1/512	40	Source::AbhasSaini 5. Mathematics::Algebra
If a+b=12, ab=35, a⁴+b⁴-10³?<br><br>A) 2226<br>B) 2026<br>C) 2126<br>D) 1226	2026	a=7, b=5. 7⁴ + 5⁴ - 1000 = 2401 + 625 - 1000 = 2026.	2401 + 625 - 1000 = 2026	40	Source::AbhasSaini 5. Mathematics::Algebra
If 2a+5b=12 ,ab=3, find 4a²+25b²?<br><br>A) 44<br>B) 64<br>C) 24<br>D) 84	84	4a² + 25b² = (2a+5b)² - 20ab = 144 - 60 = 84.	144 - 20(3) = 84	40	Source::AbhasSaini 5. Mathematics::Algebra
If 2a+b=10, 2ab=9, 2a>b, find 2a-b?<br><br>A) 6<br>B) 8<br>C) 10<br>D) 12	8	(2a-b)² = (2a+b)² - 8ab = 100 - 36 = 64. 2a-b = 8.	√(100 - 36) = 8	40	Source::AbhasSaini 5. Mathematics::Algebra
If 3x+y = 12, xy = 9, find 3x-y ?<br><br>A) 4<br>B) 5<br>C) 6<br>D) 7	±6	(3x-y)² = (3x+y)² - 12xy = 144 - 108 = 36. 3x-y = ±6.	√(144 - 108) = ±6	40	Source::AbhasSaini 5. Mathematics::Algebra
If (a+1/a+3)²=16, a is non zero real number, find a²+1/a²?<br><br>A) 3<br>B) 47<br>C) 49<br>D) 7	47	a + 1/a + 3 = ±4. For real a, a+1/a = -7. a² + 1/a² = 49 - 2 = 47.	a+1/a = -7 => k² - 2 = 47	40	Source::AbhasSaini 5. Mathematics::Algebra
If 4x-3y=12, xy=5, find (16x²+9y²)/8?<br><br>A) 33<br>B) 18<br>C) 3<br>D) 44	33	16x² + 9y² = (4x-3y)² + 24xy = 144 + 120 = 264. 264 / 8 = 33.	(144 + 120)/8 = 33	40	Source::AbhasSaini 5. Mathematics::Algebra
If 5x-1/4x =6, x>0, find 25x²-1/16x²?<br><br>A) 6√41<br>B) 36<br>C) √246<br>D) 6√31	6√41	5x + 1/4x = √(36 + 5) = √41. Product = 6 * √41 = 6√41.	6 * √(36+5) = 6√41	40	Source::AbhasSaini 5. Mathematics::Algebra
If 4a-3b= 1, ab=½, a>0, b>0, find 64a³+27b³?<br><br>A) 15<br>B) 25<br>C) 30<br>D) 35	35	4a+3b = √(1 + 48(1/2)) = 5. 64a³+27b³ = 5³ - 36(1/2)(5) = 125 - 90 = 35.	5³ - 18*5 = 35	40	Source::AbhasSaini 5. Mathematics::Algebra
If a³+b³=218, a+b=2, find √(1-ab)?<br><br>A) 3<br>B) 4<br>C) 5<br>D) 6	6	218 = 2(4 - 3ab) => ab = -35. √(1 - (-35)) = √36 = 6.	√(1 - (-35)) = 6	40	Source::AbhasSaini 5. Mathematics::Algebra
If x -1/x = 1, find x⁸+1/x⁸?<br><br>A) 119<br>B) -1<br>C) 3<br>D) 47	47	x - 1/x = 1 => x² + 1/x² = 3. x⁴ + 1/x⁴ = 9 - 2 = 7. x⁸ + 1/x⁸ = 49 - 2 = 47.	((1² + 2)² - 2)² - 2 = 47	40	Source::AbhasSaini 5. Mathematics::Algebra
If 2x-3/x=2, find 16x⁴+81/x⁴ ?<br><br>A) 328<br>B) 180<br>C) 184<br>D) 220	184	(2x - 3/x)² = 4 => 4x² + 9/x² - 12 = 4 => 4x² + 9/x² = 16. Square again: 16x⁴ + 81/x⁴ + 72 = 256 => 16x⁴ + 81/x⁴ = 184.	(2² + 12)² - 72 = 184	40	Source::AbhasSaini 5. Mathematics::Algebra
If 4x⁴-37x²+9=0, x>√3/√2, find 8x³-27/x³?<br><br>A) 35<br>B) -215<br>C) 215<br>D) -35	215	4x² + 9/x² = 37. (2x - 3/x)² = 37 - 12 = 25 => 2x - 3/x = 5. (2x - 3/x)³ = 8x³ - 27/x³ - 18(5) = 125 => 8x³ - 27/x³ = 215.	5³ + 18(5) = 215	40	Source::AbhasSaini 5. Mathematics::Algebra
X⁵+1/X⁵=55449, find x³+1/x³ ?<br><br>A) 702<br>B) 110<br>C) 321<br>D) 2	702	k⁵ - 5k³ + 5k = 55449 => k=9. x³ + 1/x³ = k³ - 3k = 9³ - 3(9) = 702.	x+1/x = 9 => x³+1/x³ = 702	40	Source::AbhasSaini 5. Mathematics::Algebra
If x+1/x = 6, find x⁵+1/x⁵-6720?<br><br>A) 0<br>B) 5<br>C) 6<br>D) 6726	6	x² + 1/x² = 34, x³ + 1/x³ = 198. x⁵ + 1/x⁵ = 34*198 - 6 = 6726. 6726 - 6720 = 6.	(34*198 - 6) - 6720 = 6	40	Source::AbhasSaini 5. Mathematics::Algebra
X²-3x+1=0, find (x²-3)(x²-4)?<br><br>A) 10<br>B) 12<br>C) 13<br>D) NONE	11	x² + 1 = 3x => x⁴ + 2x² + 1 = 9x² => x⁴ - 7x² = -1. Expand (x² - 3)(x² - 4) = x⁴ - 7x² + 12 = -1 + 12 = 11.	x⁴ - 7x² = -1 => -1 + 12 = 11	40	Source::AbhasSaini 5. Mathematics::Algebra
X²-3x+1=0, find (x³-9)² ?<br><br>A) 60<br>B) 70<br>C) 80<br>D) 100	80	x + 1/x = 3 => x³ + 1/x³ = 18 => x⁶ - 18x³ + 1 = 0. (x³ - 9)² = x⁶ - 18x³ + 81 = 80.	(x³ - 9)² = x⁶ - 18x³ + 81 = 80	40	Source::AbhasSaini 5. Mathematics::Algebra
If a-12/a = 1, a>0, find a²+16/a² ?<br><br>A) 15<br>B) 19<br>C) 17<br>D) 11	17	a² - a - 12 = 0 => (a - 4)(a + 3) = 0 => a = 4. a² + 16/a² = 16 + 1 = 17.	a=4 => 16 + 16/16 = 17	40	Source::AbhasSaini 5. Mathematics::Algebra
If 4x⁴= 5x²-1, x >1/√2, Find (2x²-x-1) ?<br><br>A) 0<br>B) 1<br>C) 2<br>D) -2	0	4x⁴ - 5x² + 1 = 0 => x² = 1 or x² = 1/4. Since x > 1/√2, x = 1. 2(1)² - 1 - 1 = 0.	x=1 => 2 - 1 - 1 = 0	40	Source::AbhasSaini 5. Mathematics::Algebra
If x - 2/x = 15, find x²+4/x² ?<br><br>A) 229<br>B) 227<br>C) 221<br>D) 223	229	(x - 2/x)² = x² + 4/x² - 4 = 225 => x² + 4/x² = 229.	15² + 4 = 229	40	Source::AbhasSaini 5. Mathematics::Algebra
If 6x²-5x-9=0, find 36x²+81/x²?<br><br>A) 111<br>B) 122<br>C) 133<br>D) 144	133	Divide by x: 6x - 9/x = 5. Square it: 36x² + 81/x² - 108 = 25 => 133.	5² + 108 = 133	40	Source::AbhasSaini 5. Mathematics::Algebra
If √x + 1/√x = √6, find x⁶+1/x⁶ ?<br><br>A) 2712<br>B) 2270<br>C) 2502<br>D) 2702	2702	x + 1/x = (√6)² - 2 = 4. x³ + 1/x³ = 4³ - 3(4) = 52. x⁶ + 1/x⁶ = 52² - 2 = 2704 - 2 = 2702.	k=4 => 52² - 2 = 2702	40	Source::AbhasSaini 5. Mathematics::Algebra
If x+81/x = 18, (x>0), find x²+162/x² ?<br><br>A) 78<br>B) 81<br>C) 83<br>D) 85	83	x + 81/x = 18 => x² - 18x + 81 = 0 => (x-9)² = 0 => x=9. x² + 162/x² = 81 + 162/81 = 81 + 2 = 83.	x=9 => 81 + 2 = 83	40	Source::AbhasSaini 5. Mathematics::Algebra
If x+1/15x = 3, find 9x³+1/375x³ ?<br><br>A) 237.6<br>B) 273.6<br>C) 367.2<br>D) 376.2	237.6	Multiply by 3: 3x + 1/5x = 9. Cube it: 27x³ + 1/125x³ + 3(3x)(1/5x)(9) = 729 => 27x³ + 1/125x³ = 729 - 81/5 = 3564/5. Divide by 3: 1188/5 = 237.6.	1/3 * (9³ - 3(3/5)(9)) = 1188/5	40	Source::AbhasSaini 5. Mathematics::Algebra
If 5x+1/3x = 25, find 27x³+1/125x³?<br><br>A) 3347<br>B) 3348<br>C) 3345<br>D) 3346	3348	Multiply by 3/5: 3x + 1/5x = 15. Cube it: 27x³ + 1/125x³ + 3(3x)(1/5x)(15) = 3375 => 3375 - 27 = 3348.	15³ - 3(3/5)(15) = 3375 - 27 = 3348	40	Source::AbhasSaini 5. Mathematics::Algebra
