Question	Answer	Basic Solution	Short Solution/Trick	Target Time	Tags
A reduction of 10% in the price of sugar enables a housewife to buy 6.2 kg more for ₹1116. The reduced price per kg is ?<br><br>(1) 12<br>(2) 14<br>(3) 16<br>(4) 18	18	A 10% reduction in price saves 10% of ₹1116 = ₹111.6. This saved money allows buying 6.2 kg more sugar. So, the reduced price per kg = 111.6 / 6.2 = ₹18.	Reduced price = (Reduction% * Amount) / Extra Quantity = (10% * 1116) / 6.2 = 111.6 / 6.2 = 18.	40	Source::AbhasSaini
The price of sugar is reduced by 20%. Now a person can buy 500g more sugar for ₹36. The original price of the sugar per kilogram was<br><br>(1) 14.40<br>(2) 18<br>(3) 15.60<br>(4) 16.50	18	A 20% reduction saves 20% of ₹36 = ₹7.2. This buys 500g (0.5 kg) more. Reduced price = 7.2 / 0.5 = ₹14.4 per kg. Original price = Reduced Price / (1 - 0.20) = 14.4 / 0.8 = ₹18.	Original Price = (20% * 36) / (0.5 * 0.8) = 7.2 / 0.4 = 18.	40	Source::AbhasSaini
If the price of sugar increases by 20%, one can buy 2 kg less for Rs. 50. What is the amount of sugar that could be bought before price hike ?<br><br>(1) 10 kg<br>(2) 12 kg<br>(3) 14 kg<br>(4) 16 kg	12 kg	A 20% increase means the price ratio is 5:6. Since expenditure is same, quantity ratio is 6:5. The difference is 1 unit = 2 kg. Original quantity was 6 units = 12 kg.	Quantity ratio is inversely proportional to price. Price 100->120. Qty 120->100. Difference 20 corresponds to 2 kg. Original 120 corresponds to 12 kg.	40	Source::AbhasSaini
Due to an increament of 15% in the price of sugar, a person able to buy 9kg less for Rs. 690. Find the increased price of sugar ?<br><br>(a) 9.7<br>(b) 11.5<br>(c) 12.4<br>(d) 10.8	11.5	A 15% increase in price means 15% of ₹690 = ₹103.5 is needed extra for the same quantity. Since the person buys 9 kg less, this amount corresponds to the new price of those 9 kg. Increased price = 103.5 / 9 = ₹11.5 per kg.	New price = (15% * 690) / 9 = 103.5 / 9 = 11.5.	40	Source::AbhasSaini
If the area of square is decreased by 15.36%, the diagonal of the square is decreased by ?<br><br>(a) 8%<br>(b) 12%<br>(c) 9%<br>(d) 10%	8%	Area of a square is proportional to the square of its diagonal (Area = D²/2). If area decreases by 15.36%, new area is 1 - 0.1536 = 0.8464 of the original. New diagonal = √0.8464 = 0.92 of the original. Decrease in diagonal = 1 - 0.92 = 0.08 = 8%.	Percentage decrease in D = 1 - √(1 - 0.1536) = 1 - 0.92 = 8%.	40	Source::AbhasSaini
The length and breadth of the room are decreased by x%. If the cost of painting the room goes down by 22.56%. what is the value of x ?<br><br>(a) 12%<br>(b) 10%<br>(c) 11%<br>(d) 12.5%	12%	Cost of painting is proportional to Area. Area ratio = (1 - x/100)² = 1 - 0.2256 = 0.7744. Taking the square root, 1 - x/100 = 0.88. Therefore, x/100 = 0.12, so x = 12.	(1 - x/100)² = 0.7744 => 1 - x/100 = 0.88 => x = 12.	40	Source::AbhasSaini
If the volume of a cube increases by 119.7%, what is the percentage change in its total surface area ?<br><br>(a) 69%<br>(b) 65%<br>(c) 60%<br>(d) 62%	69%	Volume of a cube is a³. New volume = 1 + 1.197 = 2.197 of the original. New side a' = ∛2.197 = 1.3a. Surface area is proportional to a². New surface area = (1.3)² = 1.69 of the original. Percentage increase = 69%.	Side factor = ∛2.197 = 1.3. Area factor = 1.3² = 1.69. Increase = 69%.	40	Source::AbhasSaini
The ratio between the expenditure and saving of Shyam is 4:5. when Shyam increases her expenditure by 12% and increases her saving by 5%, what would have been the increase in her income ?<br><br>(a) 8.20%<br>(b) 8.11%<br>(c) 9.25%<br>(d) 9.45%	8.11%	Let Expenditure = 400 and Saving = 500. Income = 900. New Expenditure = 400 * 1.12 = 448. New Saving = 500 * 1.05 = 525. New Income = 448 + 525 = 973. Increase in Income = 973 - 900 = 73. Percentage increase = (73 / 900) * 100 = 8.11%.	Income % inc = (4*12% + 5*5%) / 9 = (48 + 25) / 9 = 73 / 9 = 8.11%.	40	Source::AbhasSaini
The ratio between expenditure and saving is x:y. when income is increased by 15%, expenditure is increased by 20% and savings are increased by 12%. Find the new ratio of expenditure and savings ?<br><br>(a) 14 : 9<br>(b) 9 : 14<br>(c) 5 : 80<br>(d) 14.8	9 : 14	Let Income = I, Exp = E, Sav = S. E + S = I. Increases: 20% of E + 12% of S = 15% of I. Since I = E + S, 0.20 E + 0.12 S = 0.15 (E + S) => 0.05 E = 0.03 S => E/S = 3/5. Let E=300, S=500. New E = 300 * 1.20 = 360. New S = 500 * 1.12 = 560. New ratio = 360 : 560 = 9:14.	Alligation on % changes: |15-12| : |20-15| = 3 : 5. E:S = 3:5. New E:S = 3(1.2) : 5(1.12) = 3.6 : 5.6 = 9:14.	40	Source::AbhasSaini
Ritu's monthly savings are 28% of her monthly expenditure. If her monthly income increases by 45% and the monthly expenditure increases by 54.1% then by what percentage do her monthly savings increase ?<br><br>(a) 10.5%<br>(b) 9.1%<br>(c) 11.1%<br>(d) 12.5%	12.5%	Let Expenditure = 100. Savings = 28. Income = 128. New Income = 128 * 1.45 = 185.6. New Expenditure = 100 * 1.541 = 154.1. New Savings = 185.6 - 154.1 = 31.5. Increase in savings = 31.5 - 28 = 3.5. Percentage increase = (3.5 / 28) * 100 = 12.5%.	Change in S = (I*45% - E*54.1%) / S. S = 28, E = 100, I = 128. ΔS = (128*0.45 - 100*0.541) = 57.6 - 54.1 = 3.5. % inc = 3.5/28 * 100 = 12.5%.	40	Source::AbhasSaini
Manu spends 68% of her income. If her income increases by 25% and savings increases by 15%, then her expenditure increases by (correct to 1 decimal place)<br><br>(a) 25%<br>(b) 29.7%<br>(c) 31.50%<br>(d) 28.50%	29.7%	Let Income = 100, Expenditure = 68, Savings = 32. New Income = 125. New Savings = 32 * 1.15 = 36.8. New Expenditure = 125 - 36.8 = 88.2. Increase in Expenditure = 88.2 - 68 = 20.2. Percentage increase = (20.2 / 68) * 100 = 29.7%.	ΔE = ΔI - ΔS = 25 - 32*(0.15) = 25 - 4.8 = 20.2. % inc = 20.2/68 * 100 = 29.7%.	40	Source::AbhasSaini
Raman saves x% of her income. If her income increases by 16% and expenditure increases by 10% then her savings increased by 50%. what is the value of x ?<br><br>(a) 12%<br>(b) 15%<br>(c) 18%<br>(d) 17%	15%	Let I = 100, S = x, E = 100 - x. New I = 116. New E = (100 - x) * 1.1 = 110 - 1.1x. New S = 1.5x. New I = New E + New S => 116 = 110 - 1.1x + 1.5x => 6 = 0.4x => x = 15.	100*(16) = x*(50) + (100-x)*(10) => 1600 = 50x + 1000 - 10x => 600 = 40x => x = 15.	40	Source::AbhasSaini
The income of A is ₹5080 per month. he saves 40% of his income. If his monthly income increases by 20% and expenditure increases by 30% then his monthly savings increase by ?<br><br>(a) ₹110.60<br>(b) ₹102.33<br>(c) ₹101.66<br>(d) ₹98.75	₹101.60	Income = ₹5080. Savings = 40% = 2032. Expenditure = 60% = 3048. Increase in Income = 20% of 5080 = 1016. Increase in Expenditure = 30% of 3048 = 914.4. Increase in Savings = 1016 - 914.4 = 101.6.	ΔS = 5080*(0.20) - (5080*0.60)*0.30 = 1016 - 914.4 = 101.60.	40	Source::AbhasSaini
The income of A is ₹10,800 per month. He saves 12.5% of his income. If his monthly income increases by 22.5% and the expenditure increases by 30%, then his monthly savings decreases by A<br><br>(a) ₹405<br>(b) ₹455<br>(c) ₹420<br>(d) ₹435	₹405	Income = ₹10800. Savings = 12.5% = 1/8 * 10800 = 1350. Expenditure = 10800 - 1350 = 9450. Increase in Income = 22.5% of 10800 = 2430. Increase in Expenditure = 30% of 9450 = 2835. Increase in Savings = 2430 - 2835 = -405. Decrease is ₹405.	ΔS = I * 22.5% - E * 30% = 10800*0.225 - 9450*0.3 = 2430 - 2835 = -405. Decrease = 405.	40	Source::AbhasSaini
In a school, boys and girls participated in the ratio 11:9. 25% of boys and 15% of girls participated in the Olympiad. The total percentage of people who participated in the Olympiad is ?<br><br>(a) 20.1<br>(b) 20.5<br>(c) 19.50<br>(d) 18.75	20.5	Let boys be 1100 and girls be 900. Total = 2000. Boys participated = 25% of 1100 = 275. Girls participated = 15% of 900 = 135. Total participated = 275 + 135 = 410. Percentage = (410 / 2000) * 100 = 20.5%.	Weighted average = (11 * 25 + 9 * 15) / 20 = (275 + 135) / 20 = 410 / 20 = 20.5%.	40	Source::AbhasSaini
The population of a village was 12650. If the males and females are increased by 7% and 5%. The population will become 13409 after 1 year. Find the number of males at present.<br><br>(a) 6325<br>(b) 6235<br>(c) 6532<br>(d) 6523	6325	Let the number of males be M. Females = 12650 - M. Increase in population = 13409 - 12650 = 759. M*7% + (12650 - M)*5% = 759. 0.07M + 632.5 - 0.05M = 759 => 0.02M = 126.5 => M = 6325.	If all increased by 5%, increase = 632.5. Extra increase = 759 - 632.5 = 126.5. This is 2% of males. 2% M = 126.5 => M = 6325.	40	Source::AbhasSaini
The population of a village is 9720. If number of males increases by 12% and females increases by 30% then population of village becomes 11664. Number of males is what percentage of the number of females in the village ?<br><br>(a) 100%<br>(b) 125%<br>(c) 150%<br>(d) 200%	125%	Let Males be M and Females be F. M + F = 9720. Increase = 11664 - 9720 = 1944. 12% M + 30% F = 1944. We know 12% M + 12% F = 1166.4. Subtracting gives 18% F = 777.6 => F = 4320. M = 9720 - 4320 = 5400. M is what % of F? (5400 / 4320) * 100 = 125%.	Extra increase = 1944 - 12% of 9720 = 1944 - 1166.4 = 777.6. This is 18% of F. F = 777.6 / 0.18 = 4320. M = 5400. M/F = 5400/4320 = 125%.	40	Source::AbhasSaini
Ramesh can save 30% of his income but after 4 years, his income increases by 42% and he still manages to save the same amount as before. What is the percent increase in his expenditure ?<br><br>(a) 60%<br>(b) 55%<br>(c) 65%<br>(d) 62%	60%	Let Income = 100. Savings = 30, Expenditure = 70. New Income = 142. Savings = 30 (same as before). New Expenditure = 142 - 30 = 112. Increase in Expenditure = 112 - 70 = 42. Percentage increase = (42 / 70) * 100 = 60%.	ΔE = ΔI - ΔS = 42 - 0 = 42. % inc in E = 42/70 * 100 = 60%.	40	Source::AbhasSaini
30% of the students in a college are girls and the rest are boys. The total number of students in the college is 3200. 50% of the boys and 80% of the girls passed the final examination. The percentage of total students who passed the final examination ?<br><br>(a) 2272<br>(b) 2372<br>(c) 2262<br>(d) 2255	2272	Total = 3200. Girls = 30% of 3200 = 960. Boys = 70% of 3200 = 2240. (Assuming the question meant to ask the 'number' of students who passed, based on the options). Boys passed = 50% of 2240 = 1120. Girls passed = 80% of 960 = 768. Total passed = 1120 + 768 = 2272.	Pass = 50% of 2240 + 80% of 960 = 1120 + 768 = 2272.	40	Source::AbhasSaini
In 2003, the total population of a village was 3650, out of which 42% were females. In 2004, the total population increased by 10% as compared to the previous year. If the number of females remained the same in 2004, what was the percentage increase in the number of males in 2004 as compared to 2003 ?<br><br>(a) 17.2%<br>(b) 18.5%<br>(c) 17.8%<br>(d) 16%	17.2%	2003: Pop = 3650. Females = 42% of 3650 = 1533. Males = 3650 - 1533 = 2117. 2004: Pop = 3650 * 1.10 = 4015. Females = 1533 (unchanged). Males = 4015 - 1533 = 2482. Increase in males = 2482 - 2117 = 365. Percentage increase = (365 / 2117) * 100 ≈ 17.2%.	Increase in pop = 365. Since females didn't increase, all 365 are males. % inc = 365 / 2117 * 100 ≈ 17.2%.	40	Source::AbhasSaini
In a city 32% of the men are married and 68% of the women are married. Considering that nobody is married more than once. What percent of population is married ?<br><br>(a) 43%<br>(b) 43.5%<br>(c) 43.8%<br>(d) 44.2%	43.5%	Let number of men be M and women be W. Since monogamy is assumed, married men = married women. 0.32M = 0.68W => M/W = 68/32 = 17/8. Let M=17, W=8. Total pop = 25. Married people = 0.32*17 + 0.68*8 = 5.44 + 5.44 = 10.88. % married = (10.88 / 25) * 100 = 43.52% ≈ 43.5%.	% married = 2 * (32 * 68) / (32 + 68) = 2 * 2176 / 100 = 43.52%.	40	Source::AbhasSaini
In a city 40% of the men are married and 35% of the women are married. Considering that nobody is married more than once. What percent of population is married ?<br><br>(a) 37⅔%<br>(b) 37⅓%<br>(c) 35%<br>(d) 38.5%	37 1/3%	Married men = married women. 0.40M = 0.35W => M/W = 35/40 = 7/8. Let M=7, W=8, Total=15. Married people = 2 * (0.40 * 7) = 5.6. % married = (5.6 / 15) * 100 = 560 / 15 = 112 / 3 = 37 1/3 %.	% married = (2 * xy) / (x + y) = 2 * (40 * 35) / (40 + 35) = 2800 / 75 = 112 / 3 = 37.33%.	40	Source::AbhasSaini
5% profit and donated 33.33% of the total capital (initial amount + profit). He followed the same procedure with the remaining capital after the second and the third year. If at the end of the three years, he is left with ₹82,944, what was the initial amount with which the man started his business ? एक व्यक्ति नेकु छ पूूँजी िेव्यविाय शुरू सकया। पहलेवषचउिे	₹196608	Assuming the profit was 12.5% (typo in the text says 5%, but options align with 12.5%). After 12.5% profit, capital becomes P * 9/8. Donating 33.33% (1/3) leaves 2/3. Remaining after 1 year = P * (9/8) * (2/3) = P * 3/4. After 3 years, P * (3/4)³ = 82944 => P * 27/64 = 82944 => P = 196608.	P * (3/4)³ = 82944 => P = 82944 * 64 / 27 = 196608.	40	Source::AbhasSaini
5% लाभ हुआ और उिनेकु ल पूूँजी (मूलधन + लाभ) का		Question text is corrupted and incomplete.		40	Source::AbhasSaini
33%<br><br>(a) ₹196600<br>(b) ₹196680<br>(c) ₹ 196608<br>(d) ₹180000<br>(a) ₹2500<br>(b) ₹2200<br>(c) ₹2550<br>(d) ₹2600<br>(a) ₹18250<br>(b) ₹18000<br>(c) ₹13500<br>(d) ₹18450<br>(a) ₹9450<br>(b) ₹9540<br>(c) ₹8450<br>(d) ₹8540<br>(a) 8.89%<br>(b) 9.8%<br>(c) 12%<br>(d) 7.2%<br>(a) ₹22,500<br>(b) ₹21,500<br>(c) ₹23,550<br>(d) ₹22,350<br>(a) 220<br>(b) 240<br>(c) 280<br>(d) 180<br>(a) 119 : 100<br>(b) 100 : 119<br>(c) 117 : 119<br>(d) 119 : 117<br>(a) 12.4%<br>(b) 16.3%<br>(c) 15.4%<br>(d) 14.5%<br>(a) ₹3750<br>(b) ₹3550<br>(c) ₹3650<br>(d) ₹3850<br>(a) 500<br>(b) 400<br>(c) 300<br>(d) 450<br>(a) 375<br>(b) 400<br>(c) 350<br>(d) 425<br>(a) 1750<br>(b) 1850<br>(c) 1720<br>(d) 1680<br>(a) 14.28% (b) 7.14% (c) 12.5% (d) 7.33%<br>(a) ₹140 (b) ₹160 (c) ₹150 (d) ₹120<br>(a) 4:5 (b) 5:4 (c) 3:4 (d) 4:3<br>(a) 8 (b) 10 (c) 9 (d) 7		Question text is corrupted and incomplete.		40	Source::AbhasSaini
44%<br><br>(a) 0 (b) 1 (b) 2 (c) 3<br>(1) 32% (2) 23% (3) 22% (4) 20%<br>(1) 1200 (2) 800 (3) 600 (4) 450		Question text is corrupted and incomplete.		40	Source::AbhasSaini
A candidate who scores 30 per cent fails by 5 marks, while another candidate who scores 40 per cent marks gets 10 more than minimum pass marks. The minimum marks required to pass are<br><br>(1) 50 (2) 70<br>(3) 100 (4) 150	50	Let maximum marks be M. Pass marks = 30% of M + 5. Also, pass marks = 40% of M - 10. Equating them: 30% M + 5 = 40% M - 10 => 10% M = 15 => M = 150. Pass marks = 30% of 150 + 5 = 45 + 5 = 50.	10% M = 15 => 30% M = 45. Pass marks = 45 + 5 = 50.	40	Source::AbhasSaini
A has some coins. He gives half of the coins and 3 more to B. B gives half of the coins and 3 more to C. C gives half of the coins and 3 more to D. The number of coins D has now is the smallest two digit number. how many coins does A have in the beginning ?<br><br>(a) 38 (b) 36<br>(c) 40 (d) 42	38	Working backwards: D has 10 coins. C gives half and 3 more to D => D receives C/2 + 3 = 10 => C/2 = 7 => C = 14. B gives C => B/2 + 3 = 14 => B/2 = 11 => B = 22. A gives B => A/2 + 3 = 22 => A/2 = 19 => A = 38.	Reverse the operations: ((10 - 3) * 2 - 3) * 2 - 3) * 2. C = (10-3)*2 = 14. B = (14-3)*2 = 22. A = (22-3)*2 = 38.	40	Source::AbhasSaini
A fruit seller sells 40% of the oranges that he has along with 4 more oranges to a customer. he then sells 25% of the remaining oranges and 4 more oranges to second customer. he then sells 80% of the now remaining oranges to a third customer and is still left with 4 oranges. How many oranges did the fruit seller have initially ?<br><br>(a) 60 (b) 52<br>(c) 55 (d) 58	60	Working backwards: Let x3 be oranges before 3rd customer. Sells 80%, left with 20% = 4 => x3 = 20. Before 2nd customer (x2): sells 25% and 4 more. Left with 75% of x2 - 4 = 20 => 0.75x2 = 24 => x2 = 32. Before 1st customer (x1): sells 40% and 4 more. Left with 60% of x1 - 4 = 32 => 0.60x1 = 36 => x1 = 60.	Reverse: x3 = 4 / 0.20 = 20. x2 = (20 + 4) / 0.75 = 32. x1 = (32 + 4) / 0.60 = 60.	40	Source::AbhasSaini
A fruit seller sells 40% of the oranges that he has along with		Question text is a duplicate fragment of the previous question.		40	Source::AbhasSaini
4 more oranges to a customer. he then sells 25% of the remaining oranges and 4 more oranges to second customer. he then sells 80% of the now remaining oranges to a third customer and is still left with 4 oranges. How many oranges did the fruit seller have initially ?<br><br>(a) 60 (b) 52<br>(c) 55 (d) 58	60	This is the second half of the fragmented question, identical in solution to Q75.	Reverse: 4/0.2 = 20. 24/0.75 = 32. 36/0.6 = 60.	40	Source::AbhasSaini
A boy has some chocolates. He gives 14.28% of them and 4 more to his friends. He then gives 30% of the remaining and 3 more to another friend. Then he haves 62.5% of the remaining to a new friend and 2 more. He finally gives 60% of the rest to the fourth friend and is left with 4 chocolates. How many chocolates did he initially had ?<br><br>(a) 63 (b) 65<br>(c) 68 (d) 60	63	Working backwards: Left with 4. Before 4th: 60% given => 40% left = 4 => x4 = 10. Before 3rd: 62.5% given and 2 more => 37.5% left - 2 = 10 => 3/8 x3 = 12 => x3 = 32. Before 2nd: 30% given and 3 more => 70% left - 3 = 32 => 0.7 x2 = 35 => x2 = 50. Before 1st: 14.28% (1/7) given and 4 more => 6/7 x1 - 4 = 50 => 6/7 x1 = 54 => x1 = 63.	Reverse: x4 = 4/(2/5) = 10. x3 = (10+2)/(3/8) = 32. x2 = (32+3)/(7/10) = 50. x1 = (50+4)/(6/7) = 63.	40	Source::AbhasSaini
P, Q and R together have 120 candles among them. P gives Q and R each as many candles as they already have. After this, R gives Q half as many candles as Q already has, and R also gives P twice as many candles as P already has. Now each of them has the same number of candles with them. what is the ratio of the respective number of candles P and R has initially ?<br><br>(a) 5:3 (b) 3:5<br>(c) 2:3 (d) 3:2	5:3	Let initial be P0, Q0, R0. Final: P2=40, Q2=40, R2=40. Before R's turn: Q increased by 50% => 1.5 Q1 = 40 => Q1 = 80/3. P increased by 200% => 3 P1 = 40 => P1 = 40/3. R decreased by what he gave => R1 = 40 + (40/3) + 2*(40/3) = 80. Before P's turn: Q doubled => 2 Q0 = 80/3 => Q0 = 40/3. R doubled => 2 R0 = 80 => R0 = 40. P gave to Q and R => P0 = P1 + Q0 + R0 = 40/3 + 40/3 + 40 = 200/3. Ratio P0:R0 = 200/3 : 40 = 5:3.	Work backwards algebraically. P1=40/3, Q1=80/3, R1=80. Then P0=200/3, Q0=40/3, R0=40. P:R = 200/3 : 40 = 5:3.	40	Source::AbhasSaini
A fruit seller had some apples and oranges. He sold		Question text is truncated and incomplete.		40	Source::AbhasSaini
25% apples to a person A, 30% of the remaining to a person B and had 42 apples left. Similarly, he sold 30% oranges to A, 60 oranges to B and had 20% Oranges left. what is the total number of apples and oranges that the fruit seller had initially ?<br><br>(a) 200 (b) 150<br>(c) 220 (d) 180	200	Let total apples be A. Sold 25%, remaining 75%. Sold 30% of 75% = 22.5%. Left = 75% - 22.5% = 52.5%. Given left = 42 => 0.525A = 42 => A = 80. Oranges: Sold 30% to A, left with 20%. So (100% - 30% - 20%) = 50% was sold to B. 50% = 60 => Total oranges = 120. Total fruits = 80 + 120 = 200.	Apples left = 75% * 70% = 52.5% = 42 => A = 80. Oranges to B = 100% - 30% - 20% = 50% = 60 => O = 120. Total = 80 + 120 = 200.	40	Source::AbhasSaini
Abhas had some students in his pre batch of mathematics.		Question text is corrupted and split.		40	Source::AbhasSaini
33% of students and 30 more got full 200 marks in CGL mains exam, 64% of the remaining students and 36 more got		Question text is corrupted and split.		40	Source::AbhasSaini
195 marks. Then 50% of the remaining students and 2 more got 190 marks and 62.5% of his remaining students got 188 marks and rest 60 students got 185 marks in exam. Find the number of students Abhas had in all. अभास के गवित के प्री बैच मेंकु छ छात्र थे। उनमेंसे33.33 प्रवतशत छात्र और 30 अवतररक्त छात्रो ंको CGL में200 अंक वमले। वफर बचेहुए छात्रो ंमेंसे64 प्रवतशत और 36 अवतररक्त छात्रो ंको	1545	Work backwards from the final remainder of 60. Rem4 * (1 - 0.625) = 60 => Rem4 * 3/8 = 60 => Rem4 = 160. Rem3 * (1 - 0.5) - 2 = 160 => 0.5 * Rem3 = 162 => Rem3 = 324. Rem2 * (1 - 0.64) - 36 = 324 => 0.36 * Rem2 = 360 => Rem2 = 1000. Total * (1 - 1/3) - 30 = 1000 => (2/3) * Total = 1030 => Total = 1545.	Reverse operations: (((60 / 0.375 + 2) / 0.5 + 36) / 0.36 + 30) / (2/3) = 1545.	40	Source::AbhasSaini
195<br><br>(a) 5544 (b) 5445<br>(c) 4455 (d) 5454		Question text is corrupted and split.		40	Source::AbhasSaini
A monkey is trying to climb up a pole with height 20 meters. Every minute the monkey climbs up by 3 meters and in the next	14 min 10sec	In 1 min, monkey climbs 3m. In next 30s, slips 1m. Net in 1.5 min = 2m. To reach 20m, the last climb of 3m will happen without slipping. So climb 17m first. But cycles of 2m give 16m in 8 cycles (12 mins). Next minute climbs 3m (reaches 19m). Next 30s slips 1m (reaches 18m). Time taken so far = 13.5 mins. Remaining distance = 2m. Time for 2m = 2/3 min = 40 sec. Total time = 13 min 30 sec + 40 sec = 14 min 10 sec.	8 cycles (12 min) = 16m. 9th cycle (1.5 min) = 18m. Remaining 2m takes 2/3 min = 40s. Total = 12 + 1.5 min + 40s = 14 min 10 sec.	40	Source::AbhasSaini
30 seconds it slips down by 1 meter. In how much time it will reach the top of the pole if initially the monkey was at the bottom of the pole ?<br><br>(a) 15 minutes (b) 13 min 30 sec<br>(c) 14 min 10sec (d) 14 min 40 sec		Question text is corrupted and split.		40	Source::AbhasSaini
A crate of fruits contains one spoiled fruit for every 25 fruits. 60% of the spoiled fruits were sold. If the seller had sold 48 spoiled fruits, then the number of fruits in the crate were ?<br><br>(a) 2000 (b) 2400<br>(c) 3000 (d) 1200	2000	60% of spoiled fruits were sold, which equals 48. So total spoiled fruits = 48 / 0.60 = 80. Since there is 1 spoiled fruit for every 25 fruits, the total number of fruits = 80 * 25 = 2000.	Spoiled = 48 / 0.6 = 80. Total = 80 * 25 = 2000.	40	Source::AbhasSaini
1 At the beginning of day 1 of a month, Rajesh has 500 eggs. He sells 20% of the eggs by the end of the day and added b% of the eggs at the beginning of the next day and sold 20% of the eggs at the end of the next day. This pattern continued up to the end of the third day of the month when he is left with 1024 eggs. The value of b is equal to? एक महीनेके पहलेवदन की शुरुआत में, राजेश के पास	100	Day 1: 500 eggs. Sells 20%, left with 400. Day 2: Adds b%, starts with 400(1 + b/100). Sells 20%, left with 400(1 + b/100)(0.8) = 320(1 + b/100). Day 3: Adds b%, starts with 320(1 + b/100)². Sells 20%, left with 256(1 + b/100)². Given 256(1 + b/100)² = 1024 => (1 + b/100)² = 4 => 1 + b/100 = 2 => b = 100.	Net multiplier = (0.8)³ * (1+b/100)² = 1024/500 = 2.048. So 0.512 * (1+b/100)² = 2.048 => (1+b/100)² = 4 => b=100.	40	Source::AbhasSaini
500<br><br>(a) 10 (b) 20<br>(c) 100 (d) 500		Question text is corrupted and split.		40	Source::AbhasSaini
2 At the beginning of day 1 of a month, Rakesh has 4096 eggs. He sells 25% of the eggs by the end of the day and added b% of the eggs at the beginning of the next day and sold 25% of the eggs at the end of next day. This pattern continued up to the end of the third day of the month. when he is left with 2187 eggs. The value of b is equal to ? प्रश्न: महीनेके पहलेवदन की शुरुआत में, राके श के पास	12.5%	Day 1: 4096. Sells 25%, left with 4096 * 0.75 = 3072. Day 2: Adds b%, sells 25%, left with 3072 * (1 + b/100) * 0.75 = 2304 * (1 + b/100). Day 3: Adds b%, sells 25%, left with 2304 * (1 + b/100) * 0.75 * (1 + b/100) = 1728 * (1 + b/100)². Given 1728 * (1 + b/100)² = 2187 => (1 + b/100)² = 2187 / 1728 = 81 / 64. So 1 + b/100 = 9/8 => b = 100/8 = 12.5%.	4096 * (0.75)³ * (1+b/100)² = 2187 => 1728 * (1+b/100)² = 2187 => (1+b/100) = 9/8 => b = 12.5.	40	Source::AbhasSaini
4096<br><br>(a) 13.33% (b) 12.5% (c) 16.66% (d) 10%		Question text is corrupted and split.		40	Source::AbhasSaini
A large watermelon weighs 25 kg with		Question text is corrupted and split.		40	Source::AbhasSaini
98% of its weight being water. It is allowed to stand in the sun for a while and some of the water evaporates so that now only 97% of it is water. What is its reduced weight?<br><br>(a) 16.5 kg (b) 18.2 kg<br>(c) 20 kg (d) 21.5 kg	16.66 kg	Initial weight = 25 kg, 98% water => Solid part = 2% of 25 = 0.5 kg. After evaporation, water is 97%, so Solid part = 3%. The solid part's weight remains 0.5 kg. Let new weight be W. 3% of W = 0.5 kg => W = 0.5 / 0.03 = 50 / 3 = 16.66 kg. (Closest option is 16.5 due to likely typo in question options).	Solid remains constant. 2% of 25 = 3% of W => W = 50/3 = 16.66 kg.	40	Source::AbhasSaini
A watermelon weighs 20 kg with 90% of its weight being water. It was left in the sun for a while and some of the water evaporated such that only 80% of it is water. What is the reduced weight of the watermelon now ? एक तरबूज का िजन 20 वकलोग्राम हैवजसमें		Question text is corrupted and split.		40	Source::AbhasSaini
90<br><br>(a) 8 kg (b) 10 kg<br>(c) 12 kg (d) 15 kg	10 kg	Initial weight = 20 kg, 90% water => Solid = 10% of 20 = 2 kg. After evaporation, water is 80%, so solid is 20%. Let new weight be W. 20% of W = 2 kg => W = 2 / 0.20 = 10 kg.	Solid is constant. 10% of 20 = 20% of W => W = 10 kg.	40	Source::AbhasSaini
Fresh fruit contains 80% of water and dry fruit contain 20% of water. Then how much dry fruits have in 100 kg fresh fruits ?<br><br>(a) 20 kg (b) 25 kg<br>(c) 30 kg (d) 28 kg	25 kg	Fresh fruit has 80% water => 20% solid. 100 kg fresh fruit has 20% * 100 = 20 kg solid. Dry fruit has 20% water => 80% solid. This 20 kg of solid makes up 80% of the dry fruit's total weight W. 80% of W = 20 => W = 20 / 0.80 = 25 kg.	Solid is constant. 20% of 100 = 80% of Dry => Dry = 25 kg.	40	Source::AbhasSaini
The cost of a car is 150% more than that of a motorcycle. If the cost of the car is decreased by		Question text is corrupted and split.		40	Source::AbhasSaini
30% and that of the motorcycle is increased by		Question text is corrupted and split.		40	Source::AbhasSaini
50%, then what will be the percentage change in the total cost of one car and two motorcycles as compared to the original cost? (Correct to one decimal place) एक कार की कीमत मोटरसाइवकल की कीमत से	5.6%	Let motorcycle cost M = 100. Car cost C = 100 + 150% = 250. Initial cost of 1 car and 2 motorcycles = 250 + 2(100) = 450. New C = 250 * 0.70 = 175. New M = 100 * 1.50 = 150. New total cost = 175 + 2(150) = 475. Increase = 475 - 450 = 25. Percentage increase = (25 / 450) * 100 = 5.55...% ≈ 5.6%.	Old total = 250 + 200 = 450. New total = 175 + 300 = 475. Change = 25/450 = 1/18 = 5.55% ≈ 5.6%.	40	Source::AbhasSaini
150% अवधक है। यवद कार की कीमत में30% की कमी कर दी जाए और मोटरसाइवकल की कीमत में		Question text is a corrupted continuation of previous questions.		40	Source::AbhasSaini
50%<br><br>(a) 5.55% (b) 5.33% (c) 6.50% (d) 5%		Question text is a corrupted continuation of previous questions.		40	Source::AbhasSaini
