Question	Answer	Basic Solution	Short Solution/Trick	Target Time	Tags
The intercepts made by the plane 3x - 4y - 2z = 6 with the coordinate axis are?<br><br>(a) -2 , 3/2 , 3<br>(b) 2 , 3/2 , -3<br>(c) -2 , -3/2 , 3<br>(d) 2 , -3/2 , -3	2 , -3/2 , -3	Divide the equation 3x - 4y - 2z = 6 by 6 to get intercept form: x/2 + y/(-6/4) + z/(-6/2) = 1. This simplifies to x/2 + y/(-3/2) + z/(-3) = 1. The intercepts are 2, -3/2, and -3.	Intercept form x/a + y/b + z/c = 1. Dividing by 6 gives a=2, b=-3/2, c=-3.	40	Source::AbhasSaini
Find the mid-point of points (2,-5) and (6,11)?<br><br>(a) (4,8)<br>(b) (2,8)<br>(c) (2,3)<br>(d) (4,3)	(4,3)	The midpoint formula is ((x1+x2)/2, (y1+y2)/2). For (2, -5) and (6, 11), the midpoint is ((2+6)/2, (-5+11)/2) = (8/2, 6/2) = (4, 3).	Average of x: (2+6)/2 = 4. Average of y: (-5+11)/2 = 3. Midpoint is (4,3).	40	Source::AbhasSaini
Find the distance between the two points (-2,3) and (4,5)?<br><br>(a) 6 units<br>(b) 8 units<br>(c) 10 units<br>(d) 12 units	10 units	Assuming the points are (-2,-3) and (4,5) due to typical error in such options. Distance = √((4 - (-2))² + (5 - (-3))²) = √(6² + 8²) = √(36 + 64) = √100 = 10 units.	For options to match, coordinate might be (-2,-3). √((4+2)² + (5+3)²) = √(36+64) = 10.	40	Source::AbhasSaini
If the distance between two points (x,7) and (1,15) is 10 units, then the possible values of x =?<br><br>(a) 4,5<br>(b) 3,7<br>(c) 5,-7<br>(d) 7, -5	7, -5	Distance formula: √((x - 1)² + (7 - 15)²) = 10. Squaring both sides: (x - 1)² + (-8)² = 100. (x - 1)² + 64 = 100 => (x - 1)² = 36. So x - 1 = 6 or x - 1 = -6, giving x = 7 or x = -5.	(x-1)² + 8² = 10² => (x-1)² = 36 => x-1 = ±6 => x = 7 or -5.	40	Source::AbhasSaini
Find the coordinates of the point which will divide the line joining the point (2,4) and (7,9) internally in the ratio 1:2?<br><br>(a) (3/8 , 3/11)<br>(b) (5/3 , 1/3)<br>(c) (11/3 , 17/3)<br>(d) (8/3 , 11/3)	(11/3 , 17/3)	Using section formula: x = (m1*x2 + m2*x1)/(m1+m2) and y = (m1*y2 + m2*y1)/(m1+m2). Here m1=1, m2=2. x = (1*7 + 2*2)/3 = 11/3. y = (1*9 + 2*4)/3 = 17/3.	x = (1×7 + 2×2)/3 = 11/3. y = (1×9 + 2×4)/3 = 17/3.	40	Source::AbhasSaini
Find the ratio in which the line 4x + y = 13 divide the segment which is joining to the point (1,6) and (6,1)?<br><br>(a) 1:3<br>(b) 2:5<br>(c) 2:3<br>(d) 1:4	1:4	Ratio = - [L(x1, y1)] / [L(x2, y2)]. Substitute (1,6) into line: L1 = 4(1) + 6 - 13 = -3. Substitute (6,1) into line: L2 = 4(6) + 1 - 13 = 12. Ratio = - (-3) / 12 = 3/12 = 1/4. So it is 1:4.	Ratio = - [ax1+by1+c] / [ax2+by2+c] = - (4+6-13)/(24+1-13) = -(-3)/12 = 1:4.	40	Source::AbhasSaini
The straight line kx - 3y = 6 passes through the point (3,2). What is the value of k?<br><br>(a) 4<br>(b) 3<br>(c) 6<br>(d) 2	4	Since the line passes through (3, 2), these coordinates must satisfy the equation kx - 3y = 6. Substituting x=3 and y=2 gives k(3) - 3(2) = 6 => 3k - 6 = 6 => 3k = 12 => k = 4.	Substitute point (3,2) in line: 3k - 6 = 6 => k = 4.	40	Source::AbhasSaini
The equation of a straight line on a point (3,-5) and slope 2 is?<br><br>(a) 3x - 5y - 2 = 0<br>(b) 5x - 2y + 3 = 0<br>(c) 2x - y - 11 = 0<br>(d) 3x - 2y - 5 = 0	2x - y - 11 = 0	Using point-slope form: y - y1 = m(x - x1). Here m = 2, x1 = 3, y1 = -5. Equation is y - (-5) = 2(x - 3) => y + 5 = 2x - 6. Rearranging terms gives 2x - y - 11 = 0.	y + 5 = 2(x - 3) => 2x - y - 11 = 0.	40	Source::AbhasSaini
Find the equation of a line which cuts the intercepts –3 unit and 5/2 units on x-axis and y-axis, respectively?<br><br>(a) -3x + 5y = 2<br>(b) 6x - 5y + 15 = 0<br>(c) 5x -6y + 15 = 0<br>(d) 6x - 5y -15 = 0	5x -6y + 15 = 0	The equation of a line with x-intercept 'a' and y-intercept 'b' is x/a + y/b = 1. Here a = -3 and b = 5/2. So, x/(-3) + y/(5/2) = 1 => -x/3 + 2y/5 = 1. Multiplying by 15 gives -5x + 6y = 15 => 5x - 6y + 15 = 0.	Intercept form: x/a + y/b = 1 => -x/3 + 2y/5 = 1 => -5x + 6y = 15.	40	Source::AbhasSaini
The equation of a straight line passing through (-2,5) and (1,3) is?<br><br>(a) 2x-3y-19 = 0<br>(b) 2x+2y+19 = 0<br>(c) 3x-2y-11 = 0<br>(d) 2x+3y-11 = 0	2x+3y-11 = 0	First find the slope m = (y2 - y1) / (x2 - x1) = (3 - 5) / (1 - (-2)) = -2 / 3. Equation of the line using (1, 3): y - 3 = -2/3(x - 1) => 3(y - 3) = -2(x - 1) => 3y - 9 = -2x + 2 => 2x + 3y - 11 = 0.	Slope = -2/3. Equation: (y - 3) = -2/3(x - 1) => 2x + 3y - 11 = 0.	40	Source::AbhasSaini
Find the equation of the line, passing through (2,3) and perpendicular to the line joining to (-5,6) and (-6,5) is?<br><br>(a) x + y - 5 = 0<br>(b) x - y + 5 = 0<br>(c) x - y - 5 = 0<br>(d) x + y +5 = 0	x + y - 5 = 0	Slope of line joining (-5,6) and (-6,5) is (5-6)/(-6-(-5)) = -1/-1 = 1. The perpendicular line has slope -1. Using point-slope form for (2,3): y - 3 = -1(x - 2) => y - 3 = -x + 2 => x + y - 5 = 0.	m1 = 1 => m2 = -1. Eq: y - 3 = -1(x - 2) => x + y - 5 = 0.	40	Source::AbhasSaini
Equation of the straight line which is parallel to the line 3x + 4y - 12 and passes through a point (2, 1) will be?<br><br>(a) 3x - 4y = 10<br>(b) 3x + 4y = 10<br>(c) 3x - 4y + 10 = 0<br>(d) 3x + 4y + 10 = 0	3x + 4y = 10	A line parallel to 3x + 4y - 12 = 0 is of the form 3x + 4y = k. Substitute (2,1) into this equation: 3(2) + 4(1) = 6 + 4 = 10. Thus, k = 10. The equation is 3x + 4y = 10.	Parallel lines have same a and b. 3(2) + 4(1) = 10 => 3x + 4y = 10.	40	Source::AbhasSaini
Find the equation of the straight line which is perpendicular to the straight line 4x - 5y - 10 = 0 and passes through a point (1,-2) is?<br><br>(a) 4x - 5y - 14 = 0<br>(b) 3x + 4y + 5 = 0<br>(c) 5x + 4y - 3 = 0<br>(d) 5x + 4y + 3 = 0	5x + 4y + 3 = 0	The given line is 4x - 5y - 10 = 0. Its slope is 4/5. A perpendicular line has slope -5/4. Equation passing through (1, -2): y - (-2) = -5/4(x - 1) => 4(y + 2) = -5(x - 1) => 4y + 8 = -5x + 5 => 5x + 4y + 3 = 0.	Perpendicular to ax+by=c is bx-ay=k. So 5x+4y=k. 5(1)+4(-2) = 5-8 = -3. Eq: 5x+4y+3=0.	40	Source::AbhasSaini
The distance from the origin to the line 4x + 3y = 6 is?<br><br>(a) 7/5<br>(b) 3/5<br>(c) 4/5<br>(d) 6/5	6/5	The distance from the origin (0,0) to the line ax + by + c = 0 is |c|/√(a²+b²). For 4x + 3y - 6 = 0, distance = |-6|/√(4²+3²) = 6/√(16+9) = 6/5.	Distance = |c|/√(a²+b²) = 6/√(16+9) = 6/5.	40	Source::AbhasSaini
Find the distance of the point (4,2) from the line joining the points (4,1) and (2,3)?<br><br>(a) 1/√2<br>(b) 2/√2<br>(c) 2<br>(d) 1	1/√2	First, find the equation of the line passing through (4,1) and (2,3). Slope = (3-1)/(2-4) = -1. Equation: y - 1 = -1(x - 4) => x + y - 5 = 0. The distance of (4,2) from this line is |1(4) + 1(2) - 5| / √(1²+1²) = |6 - 5| / √2 = 1/√2.	Line eq: x+y=5. Dist from (4,2) = |4+2-5|/√2 = 1/√2.	40	Source::AbhasSaini
Find the distance between two parallel lines 3x + 4y +8 =0 and 3x + 4y - 2 = 0?<br><br>(a) 2 units<br>(b) 4 units<br>(c) 5 units<br>(d) 1 unit	2 units	The distance between two parallel lines ax + by + c1 = 0 and ax + by + c2 = 0 is |c1 - c2|/√(a²+b²). Here a=3, b=4, c1=8, c2=-2. Distance = |8 - (-2)|/√(3²+4²) = 10/5 = 2 units.	d = |8 - (-2)|/√(3²+4²) = 10/5 = 2.	40	Source::AbhasSaini
Find the relation between x and y such that the point (x,y) is equidistant from (6,2) and (4,6)?<br><br>(a) 2x - y = 3<br>(b) 2x + y = -3<br>(c) x + 2y = 3<br>(d) x - 2y = -3	x - 2y = -3	Using the distance formula, (x-6)² + (y-2)² = (x-4)² + (y-6)². Expanding both sides: x² - 12x + 36 + y² - 4y + 4 = x² - 8x + 16 + y² - 12y + 36. Simplifying: -12x - 4y + 40 = -8x - 12y + 52 => 8y - 4x = 12 => 2y - x = 3, or x - 2y = -3.	Midpoint (5,4). Slope of segment is (6-2)/(4-6) = -2. Perpendicular bisector slope = 1/2. y-4 = 1/2(x-5) => 2y-8=x-5 => x-2y=-3.	40	Source::AbhasSaini
Find the value of the angle subtended between the graph of linear equation 35x - 35y + 15 = 0 and x-axis?<br><br>(a) 35°<br>(b) 45°<br>(c) 50°<br>(d) 55°	45°	The equation is 35x - 35y + 15 = 0 => 35y = 35x + 15 => y = x + 15/35. The slope of this line is m = 1. Since m = tan(θ), tan(θ) = 1, which means θ = 45°.	35x = 35y => y = x. Slope = 1. Angle = 45°.	40	Source::AbhasSaini
Find the acute angle between the lines y = 2x + 5 and y + 3x + 2 = 0.<br><br>(a) 30°<br>(b) 45°<br>(c) 60°<br>(d) 75°	45°	Line 1: y = 2x + 5 (slope m1 = 2). Line 2: y = -3x - 2 (slope m2 = -3). Angle θ is given by tan(θ) = |(m1 - m2) / (1 + m1*m2)| = |(2 - (-3)) / (1 + 2*(-3))| = |5 / -5| = |-1| = 1. Thus θ = 45°.	tan θ = |(2 - (-3)) / (1 - 6)| = |5/-5| = 1 => 45°.	40	Source::AbhasSaini
The points A (1,2), B (3,4) and C (4,1) are the vertices of a triangle which is?<br><br>(a) Isosceles<br>(b) Right-angled<br>(c) Equilateral<br>(d) Scalene	Isosceles	Find the squared lengths of the sides: AB² = (3-1)² + (4-2)² = 4 + 4 = 8. BC² = (4-3)² + (1-4)² = 1 + 9 = 10. AC² = (4-1)² + (1-2)² = 9 + 1 = 10. Since BC = AC, two sides are equal, so the triangle is isosceles.	AB²=8, BC²=10, AC²=10. Two sides equal => Isosceles.	40	Source::AbhasSaini
Find the third vertex of an equilateral triangle whose two vertices are (2, 4) and (2, 6).<br><br>(a) (2,5)<br>(b) (√3,5)<br>(c) (2+√3,5)<br>(d) (2√3,5)	(2+√3,5)	The given vertices are (2, 4) and (2, 6). The length of the side is 2. The midpoint of this vertical side is (2, 5). The height of the equilateral triangle is (√3/2)*2 = √3. The third vertex lies on the horizontal line y=5, at a distance of √3 from x=2. So, x = 2 ± √3. Matching the options, (2+√3, 5).	Midpoint is (2,5). Height = √3. Third vertex = (2+√3, 5).	40	Source::AbhasSaini
∆ABC is a triangle whose vertices are A (0,0), B (a,5) and C (-5,5). If the triangle is right angled at A, then find the value of a?<br><br>(a) 3<br>(b) 5<br>(c) 6<br>(d) 2	5	Vertices are A(0,0), B(a,5), C(-5,5). Right angled at A means slope of AB × slope of AC = -1. Slope AB = (5-0)/(a-0) = 5/a. Slope AC = (5-0)/(-5-0) = -1. (5/a) × (-1) = -1 => 5/a = 1 => a = 5.	AB ⟂ AC => (5/a) * (5/-5) = -1 => a = 5.	40	Source::AbhasSaini
Find the length of median through A of a triangle whose vertices are A (-1,3), B (1, -1) and C (5,1)?<br><br>(a) 5 unit<br>(b) 6 unit<br>(c) 8 unit<br>(d) 10 unit	5 unit	The median from A(-1,3) goes to the midpoint of BC. Midpoint of B(1,-1) and C(5,1) is ((1+5)/2, (-1+1)/2) = (3,0). The length of the median is the distance from (-1,3) to (3,0) = √((3 - (-1))² + (0 - 3)²) = √(16 + 9) = 5.	Midpoint of BC = (3,0). Dist to A(-1,3) = √(4² + 3²) = 5.	40	Source::AbhasSaini
The coordinates of the centroid of the triangle ABC whose vertices are A (-5,7), B (-4, -5) and C(4,5), is?<br><br>(a) (-5/3,7/3)<br>(b) (-7/3,5/3)<br>(c) (-4/3,7/3)<br>(d) (-5/3,-7/3)	(-5/3,7/3)	The centroid (G) of a triangle with vertices (x1,y1), (x2,y2), (x3,y3) is ((x1+x2+x3)/3, (y1+y2+y3)/3). Here: x = (-5 - 4 + 4) / 3 = -5/3. y = (7 - 5 + 5) / 3 = 7/3. Thus, G is (-5/3, 7/3).	Sum of x / 3 = -5/3. Sum of y / 3 = 7/3.	40	Source::AbhasSaini
Find the circumcenter of the triangle whose vertices are (-2, -3), (-1, 0) and (7, -6). Also find the radius of the circumcircle?<br><br>(a) (3, -3), 5 unit<br>(b) (3, -3), 6 unit<br>(c (-3, -3), 8 unit<br>(d) (-3, -3), 10 unit	(3, -3), 5 unit	Let (x,y) be the circumcenter. Distances to vertices are equal. (x+2)²+(y+3)² = (x+1)²+y² => x+3y = -6. (x+1)²+y² = (x-7)²+(y+6)² => 4x-3y = 21. Adding gives 5x=15 => x=3, y=-3. Circumcenter is (3,-3). Radius = √((3 - (-1))² + (-3 - 0)²) = √(16+9) = 5.	Solve bisector eq: x+3y=-6 and 4x-3y=21 => (3,-3). Dist to (-1,0) = √(16+9) = 5.	40	Source::AbhasSaini
The points (-5,1), (1,k) and (4,-2) are collinear if the value of k is<br><br>(a)-1<br>(b) 2<br>(c) 3<br>(d) 1	-1	For collinear points, the area of the triangle they form is 0, or slopes of segments are equal. Slope of first segment = (k-1)/(1-(-5)) = (k-1)/6. Slope of second segment = (-2-k)/(4-1) = (-2-k)/3. Equating them: (k-1)/6 = (-2-k)/3 => k-1 = -4 - 2k => 3k = -3 => k = -1.	Equal slopes: (k-1)/6 = (-2-k)/3 => k = -1.	40	Source::AbhasSaini
The area (in square units) of the triangle formed by the vertices (0,2), (2,3) and (3,1) is?<br><br>(a) 3.5<br>(b) 5.5<br>(c) 2.5<br>(d) 4.4	2.5	Area = 0.5 * |x1(y2-y3) + x2(y3-y1) + x3(y1-y2)|. Substituting the values: Area = 0.5 * |0(3-1) + 2(1-2) + 3(2-3)| = 0.5 * |0 - 2 - 3| = 0.5 * |-5| = 2.5 square units.	Area = 0.5 * |2(-1) + 3(-1)| = 2.5.	40	Source::AbhasSaini
The area of a triangle with vertices (3,-2), (2,3) and (p,-4) is 8 square units. Find the value of p?<br><br>(a) 17<br>(b) -16<br>(c) 15<br>(d) -15	33/5 or 1/5	Using area formula: 8 = 0.5 * |3(3 - (-4)) + 2(-4 - (-2)) + p(-2 - 3)| => 16 = |3(7) + 2(-2) - 5p| => 16 = |21 - 4 - 5p| => 16 = |17 - 5p|. So 17 - 5p = 16 (p = 1/5) or 17 - 5p = -16 (p = 33/5). Note: None of the options precisely match this result due to a likely typo in the question.	|17 - 5p| = 16 => p = 1/5 or 33/5.	40	Source::AbhasSaini
The area in square units of a triangle formed by the coordinate axis and the straight line 5x + 7y = 35 is?<br><br>(a) 35<br>(b) 35/2<br>(c) 2/35<br>(d) 25/2	35/2	The line 5x + 7y = 35 cuts the x-axis at x = 7 and the y-axis at y = 5. These are the base and height of the right triangle formed with the coordinate axes. Area = 0.5 * base * height = 0.5 * 7 * 5 = 35/2 square units.	Intercepts are a=7, b=5. Area = 0.5 * |ab| = 35/2.	40	Source::AbhasSaini
What is the area (in square units) of the triangular region enclosed by the graphs of the equations x + y = 3, 2x + 5y = 12 and the x-axis?<br><br>(a) 6<br>(b) 4<br>(c) 3<br>(d) 2	3	Find the vertices of the triangle. The x-axis is y=0. Intercept of x+y=3 is (3,0). Intercept of 2x+5y=12 is (6,0). Intersection of x+y=3 and 2x+5y=12: substitute x = 3-y to get 2(3-y)+5y=12 => 6+3y=12 => y=2, x=1. The vertices are (3,0), (6,0), and (1,2). Base on x-axis is 6-3=3, height is 2. Area = 0.5 * 3 * 2 = 3.	Base on x-axis = 6 - 3 = 3. Intersection height y = 2. Area = 1/2 * 3 * 2 = 3.	40	Source::AbhasSaini
What is the area (in unit squares) of the region enclosed by the graphs of the equations 2x - 3y + 6 = 0, 4x + y = 16 and y = 0?<br><br>(a) 11.5<br>(b) 14<br>(c) 10.5<br>(d) 12	14	Lines are 2x - 3y + 6 = 0, 4x + y = 16, and y = 0. The intersection of y=0 with 2x-3y+6=0 gives x=-3. With 4x+y=16 gives x=4. The base of the triangle is on the x-axis from -3 to 4, length=7. The top vertex is intersection of 2x-3y+6=0 and 4x+y=16. Solving gives x=3, y=4. Height is 4. Area = 0.5 * 7 * 4 = 14.	Vertices: (-3,0), (4,0), (3,4). Base = 7, Height = 4. Area = 14.	40	Source::AbhasSaini
1 Find the area formed by x+2y=8, 5x+3y=18, and y axis?	12/7	Lines are x+2y=8, 5x+3y=18, x=0. Put x=0: y=4 and y=6. Base on y-axis is from 4 to 6, length = 2. Intersection of x+2y=8 and 5x+3y=18 gives 5(8-2y)+3y=18 => 40-7y=18 => y=22/7, x=12/7. Height = 12/7. Area = 0.5 * base * height = 0.5 * 2 * 12/7 = 12/7.	Base on y-axis = 2. Intersection x-coord = 12/7. Area = 12/7.	40	Source::AbhasSaini
2 Find the area of triangle formed by three lines 2y=3x,9x+7y=91 and Y axis ?	91/3	Lines: 2y=3x, 9x+7y=91, x=0. On y-axis, points are (0,0) and (0,13). Base = 13. Intersection of 2y=3x and 9x+7y=91: 9(2y/3)+7y=91 => 13y=91 => y=7. Then x=14/3. Area = 0.5 * base * height = 0.5 * 13 * 14/3 = 91/3.	Base on y-axis = 13. Intersection x-coord = 14/3. Area = 13 * 14/6 = 91/3.	40	Source::AbhasSaini
3 The area of a triangle formed by the lines x+y-3=0, x-3y+9=0 and 3x-2y+1=0 is?	10/7	Vertices are intersections: Line1 & 2 -> (0,3). Line1 & 3 -> (1,2). Line2 & 3 -> (15/7, 26/7). Area = 0.5 * |0(2-26/7) + 1(26/7-3) + 15/7(3-2)| = 0.5 * |5/7 + 15/7| = 0.5 * 20/7 = 10/7.	Vertices (0,3), (1,2), (15/7, 26/7). Area = 1/2 |1*5/7 + 15/7| = 10/7.	40	Source::AbhasSaini
42A. The point (9,0), (9,6), (-9,6) and (-9,0) are the vertices of a _.<br><br>(a) Square<br>(b) Rectangle<br>(c) Rhombus<br>(d) Trapezium	Rectangle	Vertices are (9,0), (9,6), (-9,6), (-9,0). The length is from x=-9 to 9 (18 units). The width is from y=0 to 6 (6 units). Since adjacent sides are perpendicular and unequal, it's a rectangle.	Plot the points: forms a box of 18x6. It is a rectangle.	40	Source::AbhasSaini
In a parallelogram PQRS, P = (-1,-1), Q = (8,0) and R = (7,5) find the coordinates of 'S'?<br><br>(a) (-2,4)<br>(b) (-2,7/2)<br>(c) (-3/2,4)<br>(d) (-1,4)	(-2,4)	In a parallelogram, diagonals bisect each other. So midpoint of PR = midpoint of QS. PR mid = ((-1+7)/2, (-1+5)/2) = (3,2). Let S be (x,y). (8+x)/2 = 3 => x=-2. (0+y)/2 = 2 => y=4. S is (-2,4).	S = P + R - Q = (-1+7-8, -1+5-0) = (-2, 4).	40	Source::AbhasSaini
If the points A(1,2), B(4,3), C(1,0) and D(k,-1) are the vertices of a parallelogram then, the value of k is?<br><br>(a) 1<br>(b) 2<br>(c) -1<br>(d) -2	-2	Midpoint of AC = Midpoint of BD. AC mid = ((1+1)/2, (2+0)/2) = (1,1). BD mid = ((4+k)/2, (3-1)/2) = ((4+k)/2, 1). Equating x-coordinates: (4+k)/2 = 1 => 4+k=2 => k=-2.	x_A + x_C = x_B + x_D => 1 + 1 = 4 + k => k = -2.	40	Source::AbhasSaini
The area (in square units) of the quadrilateral ABCD, formed by the vertices A (0,-2), B (2,1), C (0,4), and D (-2,1) is?<br><br>(a) 13<br>(b) 12<br>(c) 15<br>(d) 14	12	Diagonal AC is on the y-axis from (0,-2) to (0,4), length = 6. B(2,1) and D(-2,1) are symmetric with respect to the y-axis, both at a horizontal distance of 2 from AC. Area = Area(ABC) + Area(ADC) = 0.5*6*2 + 0.5*6*2 = 6+6=12.	Diagonal AC = 6. Heights from B and D are 2. Total Area = 2 * (1/2 * 6 * 2) = 12.	40	Source::AbhasSaini
What is the equation of a circle with centre of origin and radius of 6 cm?<br><br>(a) x²+ y² - x - y = 36<br>(b) x² + y² - 36 = 0<br>(c) x² + y² - y = 36<br>(d) x² + y² - x = 36	x² + y² - 36 = 0	Equation of circle with center (h,k) and radius r is (x-h)² + (y-k)² = r². Center (0,0) and radius 6 gives x² + y² = 6², which is x² + y² - 36 = 0.	Center (0,0), radius 6 => x² + y² = 36.	40	Source::AbhasSaini
Find the radius of the circle x² + y² - 4x - 6xy - 12 = 0?<br><br>(a) 3<br>(b) 4<br>(c) 2<br>(d) 5	5	Assuming the equation is x² + y² - 4x - 6y - 12 = 0. Compare with x²+y²+2gx+2fy+c=0. 2g=-4 => g=-2, 2f=-6 => f=-3, c=-12. Radius = √(g²+f²-c) = √(4+9-(-12)) = √25 = 5.	r = √((-2)² + (-3)² - (-12)) = √(4 + 9 + 12) = 5.	40	Source::AbhasSaini
Find the radius of the circle x² + y² = 25.<br><br>(a) 25 units<br>(b) 5 units<br>(c) 2 units<br>(d) 12 units	5 units	Equation x² + y² = 25 is in the form x² + y² = r². So r² = 25, meaning radius r = 5.	r² = 25 => r = 5.	40	Source::AbhasSaini
The equation of circle with centre (1,-2) and radius 4 cm is?<br><br>(a) x² + y² - 2x + 4y = 16<br>(b) x² + y² + 2x - 4y = 11<br>(c) x² + y² - 2x + 4y = 11<br>(d) x² + y² + 2x - 4y = 16	x² + y² - 2x + 4y = 11	(x-1)² + (y - (-2))² = 4² => x² - 2x + 1 + y² + 4y + 4 = 16 => x² + y² - 2x + 4y + 5 = 16 => x² + y² - 2x + 4y = 11.	(x-1)² + (y+2)² = 16 => x²+y²-2x+4y = 16-5 = 11.	40	Source::AbhasSaini
