Question	Answer	Basic Solution	Short Solution/Trick	Target Time	Tags
At the foot of a mountain, the angle of elevation of its summit is 45°. After ascending 600 m with an inclination of 30° towards the mountain, the angle of elevation was formed to be 60°. Find the height of the mountain.	300(√3 + 1) m	Let mountain height be H. The top is (H, H) since angle is 45°. Walking 600m at 30° gives point (600cos30°, 600sin30°) = (300√3, 300). Angle from here is 60°: tan(60°) = (H - 300) / (H - 300√3) = √3. H - 300 = H√3 - 900 => H(√3 - 1) = 600 => H = 600/(√3-1) = 300(√3+1).	H = d(sin 45°*cos 30° - sin 30°*cos 45°) / ... derived formula gives 300(√3+1).	40	Source::AbhasSaini
The top of two poles of height 60m and 35m are connected by a rope. If the rope makes an angle with horizon, which has tangent equal to 5/9, find the distance between the two poles.	45m	The difference in height between the two poles is 60m - 35m = 25m. The rope forms the hypotenuse of a right triangle with this height difference and the horizontal distance d. Given tan(θ) = 5/9. So 25/d = 5/9 => d = 25 * 9 / 5 = 45m.	d = Δh / tan(θ) = 25 / (5/9) = 45m.	40	Source::AbhasSaini
Two trees are standing on the opposite sides of a road with distance between them being 400m. There is point on the road between the trees, the angles of depression from the top of the trees to the point on the road are 45° and 60°. If the height of the tree that makes the angle 45° is 200m, find the height of the other tree.	200√3m	Distance between trees = 400m. From the point, distance to 45° tree is x. tan(45°) = 200/x => x = 200m. Distance to 60° tree is 400 - 200 = 200m. Height of 60° tree = 200 * tan(60°) = 200√3m.	x = 200*cot(45°) = 200. Other dist = 400 - 200 = 200. Height = 200*tan(60°) = 200√3.	40	Source::AbhasSaini
A hydrogen balloon ascending at the rate of 18 km/hour was drifted by the wind. If the angle of elevation at 10th and 15th minute were found to be 60° and 45° respectively. Find speed of wind during the last 5 minutes.	900 - 200√3 m/min	Ascending rate = 18 km/h = 300 m/min. Height at 10 min = 3000m. Distance x1 = 3000/tan(60°) = 1000√3m. Height at 15 min = 4500m. Distance x2 = 4500/tan(45°) = 4500m. Drift in 5 mins = 4500 - 1000√3. Speed = (4500 - 1000√3) / 5 = 900 - 200√3 m/min.	Speed = (4500cot45° - 3000cot60°) / 5 = (4500 - 1000√3) / 5 = 900 - 200√3.	40	Source::AbhasSaini
The angle of elevation of a cloud from the height H above the level of water in a lake is α and the angle of depression of its image in the lake is β. Find the height of the cloud above the surface of the lake.	H(tan β + tan α) / (tan β - tan α)	Let cloud height be h. From observer (height H), cloud is h-H up, image is h+H down. Horizontal distance x = (h-H)cot α = (h+H)cot β. h(cot α - cot β) = H(cot α + cot β). h = H(cot α + cot β) / (cot α - cot β) = H(tan β + tan α) / (tan β - tan α).	Standard result: Height = H(tan β + tan α) / (tan β - tan α).	40	Source::AbhasSaini
Two men on either sides of a tower of height 75m, observe the angle of elevation of the top of the tower to be 30° and 60°. Find the distance between the two men.	100√3m	The men are on either side. Distance = 75*cot(30°) + 75*cot(60°) = 75√3 + 75/√3 = 75√3 + 25√3 = 100√3m.	D = H(cot α + cot β) = 75(√3 + 1/√3) = 100√3m.	40	Source::AbhasSaini
Considering a regular hexagon ABCDEF, two towers are situated at B and C. The angle of elevation from A to the top of the tower at B and the angle of elevation to the top of the tower at C is 45°. What is the ratio of the heights of towers at B and C?	1:√3	Let the side of the regular hexagon be a. AB = a and AC = a√3. Height of tower at B is a*tan(45°) = a. Height of tower at C is a√3*tan(45°) = a√3. The ratio is a : a√3 = 1:√3.	Ratio of heights = ratio of distances = AB : AC = a : a√3 = 1:√3.	40	Source::AbhasSaini
A round balloon of radius R subtends an angle α at the eye of an observer. While the angle of its centre is β. Find the height of the centre of balloon from the ground.	R sin β cosec(α/2)	Let d be the distance to the center. The balloon subtends α, so drawing tangents forms a right triangle: sin(α/2) = R/d => d = R*cosec(α/2). The center's elevation is β, so height h = d*sin(β) = R*sin(β)*cosec(α/2).	h = d*sin(β) where d = R/sin(α/2) => h = R*sin(β)*cosec(α/2).	40	Source::AbhasSaini
A flagstaff of height 5m stand on a building 25m high. An observer at a height of 30m finds the flagstaff and building subtending equal angle. Find the distance between the observer and the flagstaff.	5√6 / 2	Observer is at 30m. Flagstaff (5m) is from 25m to 30m. Mall is from 0m to 25m. Observer looks down at flagstaff bottom with angle θ1 and mall bottom with θ2. tan(θ1) = 5/x, tan(θ2) = 30/x. Subtended angles equal => 2θ1 = θ2 => tan(2θ1) = tan(θ2) => 2(5/x)/(1-25/x²) = 30/x. Solving gives x = √37.5 = 5√6/2 m.	tan(2θ1) = tan(θ2) => 10x/(x²-25) = 30/x => 3x² - 75 = x² => 2x² = 75 => x = √(75/2) = 5√6/2.	40	Source::AbhasSaini
PQR is a triangular park with PQ = PR = 200m. A tower stands at the mid-point of QR. If the angle of elevation of the top of the tower from P, Q and R are 45°, 30° and 30° respectively. Find the height of the tower.	100m	Let the median from P be M. Since PQ = PR = 200m, PQM is a right-angled triangle at M. Tower height = h. PM = h*cot(45°) = h. QM = h*cot(30°) = h√3. By Pythagoras in PQM: PQ² = PM² + QM² => 200² = h² + 3h² = 4h² => h² = 10000 => h = 100m.	4h² = PQ² = 200² => h² = 10000 => h = 100m.	40	Source::AbhasSaini
An aeroplane is moving at a constant altitude 'h'. At 10:00 AM, it is seen at an elevation of 30°, 1 minute later, it is observed at an elevation of 60°. If the speed of the plane is 960 km/h, then find 'h'.<br><br>1) 13.86 km<br>2) 15 km<br>3) 12.46 km<br>4) 20km	13.86 km	Distance travelled in 1 min = 960 km/h / 60 = 16 km. The plane moves towards observer. Distance = h*cot(30°) - h*cot(60°) = h(√3 - 1/√3) = 2h/√3. 2h/√3 = 16 => h = 8√3 ≈ 8 * 1.732 = 13.856 km.	2h/√3 = 16 => h = 8√3 ≈ 13.86 km.	40	Source::AbhasSaini
The angle of elevation of the top of the building from the foot of the tower is 30° and the angle of the elevation of the top of the tower from the feat of the building is 60°. if the tower is 72m high, find the height of the building P.<br><br>18√3<br>24<br>36<br>28.8	24	Let distance between them be d. From foot of tower to building: d = P*cot(30°) = P√3. From foot of building to tower: d = T*cot(60°) = 72/√3 = 24√3. P√3 = 24√3 => P = 24m.	P = T * (tan 30° / tan 60°) = 72 * (1/√3) / √3 = 72/3 = 24.	40	Source::AbhasSaini
A flagpole on the top of a mall building is 75m high. To an observer at a height of 400 m. the mall building and the pale substend equal angle X. if the height of the mall building is 325 m. Then find the horizontal distance of the observer from the pole P.<br><br>20√10<br>25√10<br>30√10<br>35√10	30√10	Observer is at 400m. Flagpole is from 325m to 400m (height 75m). Mall is 0 to 325m. Angle to flagpole bottom θ1: tan(θ1) = 75/x. Angle to mall bottom θ2: tan(θ2) = 400/x. Subtended angles are equal => 2θ1 = θ2 => 2(75/x)/(1 - 5625/x²) = 400/x. 150x² = 400(x² - 5625) => 250x² = 2250000 => x² = 9000 => x = 30√10.	tan(2θ1) = tan(θ2) => 150/(1-5625/x²) = 400 => 3x² = 8x² - 45000 => 5x² = 45000 => x = √9000 = 30√10.	40	Source::AbhasSaini
